DATE,SOFR30DAYAVG
2023-02-24,4.49249
2023-02-27,4.5172300000000005
2023-02-28,4.5256099999999995
2023-03-01,4.53397
2023-03-02,4.54234
2023-03-03,4.55037
2023-03-06,4.55804
2023-03-07,4.55806
2023-03-08,4.55806
2023-03-09,4.55806
2023-03-10,4.55806
2023-03-13,4.55804
2023-03-14,4.55806
2023-03-15,4.55806
2023-03-16,4.55906
2023-03-17,4.55973
2023-03-20,4.55973
2023-03-21,4.559769999999999
2023-03-22,4.5597900000000005
2023-03-23,4.5597900000000005
2023-03-24,4.56815
2023-03-27,4.59322
2023-03-28,4.60194
2023-03-29,4.61164
2023-03-30,4.62101
2023-03-31,4.63004
2023-04-03,4.66213
2023-04-04,4.67186
2023-04-05,4.68123
2023-04-06,4.68992
2023-04-07,.
2023-04-10,4.72463
2023-04-11,4.73335
2023-04-12,4.74172
2023-04-13,4.7500800000000005
2023-04-14,4.75845
2023-04-17,4.78184
2023-04-18,4.79023
2023-04-19,4.79859
2023-04-20,4.80696
2023-04-21,4.81533
2023-04-24,4.82367
2023-04-25,4.82369
2023-04-26,4.82369
2023-04-27,4.82336
2023-04-28,4.82235
2023-05-01,4.819319999999999
2023-05-02,4.81734
2023-05-03,4.81533
2023-05-04,4.8143199999999995
2023-05-05,4.822019999999999
2023-05-08,4.84715
2023-05-09,4.85554
2023-05-10,4.86391
2023-05-11,4.872269999999999
2023-05-12,4.8806400000000005
2023-05-15,4.90571
2023-05-16,4.91443
2023-05-17,4.9228
2023-05-18,4.93116
2023-05-19,4.93953
2023-05-22,4.9646
2023-05-23,4.97299
2023-05-24,4.98136
2023-05-25,4.989719999999999
2023-05-26,4.99843
2023-05-29,.
2023-05-30,5.03215
2023-05-31,5.04052
2023-06-01,5.04955
2023-06-02,5.058590000000001
2023-06-05,5.06794
2023-06-06,5.06796
2023-06-07,5.06763
2023-06-08,5.06729
2023-06-09,5.06696
2023-06-12,5.0666
2023-06-13,5.0666199999999995
2023-06-14,5.0666199999999995
2023-06-15,5.06629
2023-06-16,5.0666199999999995
2023-06-19,.
2023-06-20,5.06655
2023-06-21,5.06655
2023-06-22,5.06655
2023-06-23,5.06655
2023-06-26,5.06588
2023-06-27,5.0656
2023-06-28,5.0652800000000004
2023-06-29,5.0652800000000004
2023-06-30,5.0652800000000004
2023-07-03,5.0666
2023-07-04,.
2023-07-05,5.065930000000001
2023-07-06,5.065930000000001
2023-07-07,5.06626
2023-07-10,5.06724
2023-07-11,5.0676
2023-07-12,5.06794
2023-07-13,5.06794
2023-07-14,5.06827
2023-07-17,5.06794
2023-07-18,5.06832
2023-07-19,5.0686800000000005
2023-07-20,5.0686800000000005
2023-07-21,5.06901
2023-07-24,5.06899
2023-07-25,5.06901
2023-07-26,5.06935
2023-07-27,5.06968
2023-07-28,5.07838
2023-07-31,5.10145
2023-08-01,5.10884
2023-08-02,5.1162
2023-08-03,5.12426
2023-08-04,5.13229
2023-08-07,5.15636
2023-08-08,5.16441
2023-08-09,5.17245
2023-08-10,5.18048
2023-08-11,5.18851
2023-08-14,5.21325
2023-08-15,5.22165
2023-08-16,5.23001
2023-08-17,5.23805
2023-08-18,5.24608
2023-08-21,5.27082
2023-08-22,5.27921
2023-08-23,5.28758
2023-08-24,5.29595
2023-08-25,5.30399
2023-08-28,5.31166
2023-08-29,5.3116900000000005
2023-08-30,5.3116900000000005
2023-08-31,5.31135
2023-09-01,5.31135
2023-09-04,.
2023-09-05,5.31261
2023-09-06,5.31295
2023-09-07,5.31295
2023-09-08,5.313280000000001
2023-09-11,5.31325
2023-09-12,5.313280000000001
2023-09-13,5.313280000000001
2023-09-14,5.313280000000001
2023-09-15,5.313280000000001
2023-09-18,5.31426
2023-09-19,5.31462
2023-09-20,5.31495
2023-09-21,5.31495
2023-09-22,5.31495
2023-09-25,5.31493
2023-09-26,5.31529
2023-09-27,5.31562
