"Date","DFEDTARL","DFEDTARU","IORR","sdate","weekday"
"12/25/2019",25,50,50,2019-12-25,"Wednesday"
"12/26/2019",25,50,50,2019-12-26,"Thursday"
"12/27/2019",25,50,50,2019-12-27,"Friday"
"12/30/2019",25,50,50,2019-12-30,"Monday"
"12/31/2019",25,50,50,2019-12-31,"Tuesday"
"1/1/2020",25,50,50,2020-01-01,"Wednesday"
"1/2/2020",25,50,50,2020-01-02,"Thursday"
"1/3/2020",25,50,50,2020-01-03,"Friday"
"1/6/2020",25,50,50,2020-01-06,"Monday"
"1/7/2020",25,50,50,2020-01-07,"Tuesday"
"1/8/2020",25,50,50,2020-01-08,"Wednesday"
"1/9/2020",25,50,50,2020-01-09,"Thursday"
"1/10/2020",25,50,50,2020-01-10,"Friday"
"1/13/2020",25,50,50,2020-01-13,"Monday"
"1/14/2020",25,50,50,2020-01-14,"Tuesday"
"1/15/2020",25,50,50,2020-01-15,"Wednesday"
"1/16/2020",25,50,50,2020-01-16,"Thursday"
"1/17/2020",25,50,50,2020-01-17,"Friday"
"1/20/2020",25,50,50,2020-01-20,"Monday"
"1/21/2020",25,50,50,2020-01-21,"Tuesday"
"1/22/2020",25,50,50,2020-01-22,"Wednesday"
"1/23/2020",25,50,50,2020-01-23,"Thursday"
"1/24/2020",25,50,50,2020-01-24,"Friday"
"1/27/2020",25,50,50,2020-01-27,"Monday"
"1/28/2020",25,50,50,2020-01-28,"Tuesday"
"1/29/2020",25,50,50,2020-01-29,"Wednesday"
"1/30/2020",25,50,50,2020-01-30,"Thursday"
"1/31/2020",25,50,50,2020-01-31,"Friday"
"2/3/2020",25,50,50,2020-02-03,"Monday"
"2/4/2020",25,50,50,2020-02-04,"Tuesday"
"2/5/2020",25,50,50,2020-02-05,"Wednesday"
"2/6/2020",25,50,50,2020-02-06,"Thursday"
"2/7/2020",25,50,50,2020-02-07,"Friday"
"2/10/2020",25,50,50,2020-02-10,"Monday"
"2/11/2020",25,50,50,2020-02-11,"Tuesday"
"2/12/2020",25,50,50,2020-02-12,"Wednesday"
"2/13/2020",25,50,50,2020-02-13,"Thursday"
"2/14/2020",25,50,50,2020-02-14,"Friday"
"2/17/2020",25,50,50,2020-02-17,"Monday"
"2/18/2020",25,50,50,2020-02-18,"Tuesday"
"2/19/2020",25,50,50,2020-02-19,"Wednesday"
"2/20/2020",25,50,50,2020-02-20,"Thursday"
"2/21/2020",25,50,50,2020-02-21,"Friday"
"2/24/2020",25,50,50,2020-02-24,"Monday"
"2/25/2020",25,50,50,2020-02-25,"Tuesday"
"2/26/2020",25,50,50,2020-02-26,"Wednesday"
"2/27/2020",25,50,50,2020-02-27,"Thursday"
"2/28/2020",25,50,50,2020-02-28,"Friday"
"3/2/2020",25,50,50,2020-03-02,"Monday"
"3/3/2020",25,50,50,2020-03-03,"Tuesday"
"3/4/2020",25,50,50,2020-03-04,"Wednesday"
"3/5/2020",25,50,50,2020-03-05,"Thursday"
"3/6/2020",25,50,50,2020-03-06,"Friday"
"3/9/2020",25,50,50,2020-03-09,"Monday"
"3/10/2020",25,50,50,2020-03-10,"Tuesday"
"3/11/2020",25,50,50,2020-03-11,"Wednesday"
"3/12/2020",25,50,50,2020-03-12,"Thursday"
"3/13/2020",25,50,50,2020-03-13,"Friday"
"3/16/2020",25,50,50,2020-03-16,"Monday"
"3/17/2020",25,50,50,2020-03-17,"Tuesday"
"3/18/2020",25,50,50,2020-03-18,"Wednesday"
"3/19/2020",25,50,50,2020-03-19,"Thursday"
"3/20/2020",25,50,50,2020-03-20,"Friday"
"3/23/2020",25,50,50,2020-03-23,"Monday"
"3/24/2020",25,50,50,2020-03-24,"Tuesday"
"3/25/2020",25,50,50,2020-03-25,"Wednesday"
"3/26/2020",25,50,50,2020-03-26,"Thursday"
"3/27/2020",25,50,50,2020-03-27,"Friday"
"3/30/2020",25,50,50,2020-03-30,"Monday"
"3/31/2020",25,50,50,2020-03-31,"Tuesday"
"4/1/2020",25,50,50,2020-04-01,"Wednesday"
"4/2/2020",25,50,50,2020-04-02,"Thursday"
"4/3/2020",25,50,50,2020-04-03,"Friday"
"4/6/2020",25,50,50,2020-04-06,"Monday"
"4/7/2020",25,50,50,2020-04-07,"Tuesday"
"4/8/2020",25,50,50,2020-04-08,"Wednesday"
"4/9/2020",25,50,50,2020-04-09,"Thursday"
"4/10/2020",25,50,50,2020-04-10,"Friday"
"4/13/2020",25,50,50,2020-04-13,"Monday"
"4/14/2020",25,50,50,2020-04-14,"Tuesday"
"4/15/2020",25,50,50,2020-04-15,"Wednesday"
"4/16/2020",25,50,50,2020-04-16,"Thursday"
"4/17/2020",25,50,50,2020-04-17,"Friday"
"4/20/2020",25,50,50,2020-04-20,"Monday"
"4/21/2020",25,50,50,2020-04-21,"Tuesday"
"4/22/2020",25,50,50,2020-04-22,"Wednesday"
"4/23/2020",25,50,50,2020-04-23,"Thursday"
"4/24/2020",25,50,50,2020-04-24,"Friday"
"4/27/2020",25,50,50,2020-04-27,"Monday"
"4/28/2020",25,50,50,2020-04-28,"Tuesday"
"4/29/2020",25,50,50,2020-04-29,"Wednesday"
"4/30/2020",25,50,50,2020-04-30,"Thursday"
"5/1/2020",25,50,50,2020-05-01,"Friday"
"5/4/2020",25,50,50,2020-05-04,"Monday"
"5/5/2020",25,50,50,2020-05-05,"Tuesday"
"5/6/2020",25,50,50,2020-05-06,"Wednesday"
"5/7/2020",25,50,50,2020-05-07,"Thursday"
"5/8/2020",25,50,50,2020-05-08,"Friday"
"5/11/2020",25,50,50,2020-05-11,"Monday"
"5/12/2020",25,50,50,2020-05-12,"Tuesday"
"5/13/2020",25,50,50,2020-05-13,"Wednesday"
"5/14/2020",25,50,50,2020-05-14,"Thursday"
"5/15/2020",25,50,50,2020-05-15,"Friday"
"5/18/2020",25,50,50,2020-05-18,"Monday"
"5/19/2020",25,50,50,2020-05-19,"Tuesday"
"5/20/2020",25,50,50,2020-05-20,"Wednesday"
"5/21/2020",25,50,50,2020-05-21,"Thursday"
"5/22/2020",25,50,50,2020-05-22,"Friday"
"5/25/2020",25,50,50,2020-05-25,"Monday"
"5/26/2020",25,50,50,2020-05-26,"Tuesday"
"5/27/2020",25,50,50,2020-05-27,"Wednesday"
"5/28/2020",25,50,50,2020-05-28,"Thursday"
"5/29/2020",25,50,50,2020-05-29,"Friday"
"6/1/2020",25,50,50,2020-06-01,"Monday"
"6/2/2020",25,50,50,2020-06-02,"Tuesday"
"6/3/2020",25,50,50,2020-06-03,"Wednesday"
"6/4/2020",25,50,50,2020-06-04,"Thursday"
"6/5/2020",25,50,50,2020-06-05,"Friday"
"6/8/2020",25,50,50,2020-06-08,"Monday"
"6/9/2020",25,50,50,2020-06-09,"Tuesday"
"6/10/2020",25,50,50,2020-06-10,"Wednesday"
"6/11/2020",25,50,50,2020-06-11,"Thursday"
"6/12/2020",25,50,50,2020-06-12,"Friday"
"6/15/2020",25,50,50,2020-06-15,"Monday"
"6/16/2020",25,50,50,2020-06-16,"Tuesday"
"6/17/2020",25,50,50,2020-06-17,"Wednesday"
"6/18/2020",25,50,50,2020-06-18,"Thursday"
"6/19/2020",25,50,50,2020-06-19,"Friday"
"6/22/2020",25,50,50,2020-06-22,"Monday"
"6/23/2020",25,50,50,2020-06-23,"Tuesday"
"6/24/2020",25,50,50,2020-06-24,"Wednesday"
"6/25/2020",25,50,50,2020-06-25,"Thursday"
"6/26/2020",25,50,50,2020-06-26,"Friday"
"6/29/2020",25,50,50,2020-06-29,"Monday"
"6/30/2020",25,50,50,2020-06-30,"Tuesday"
"7/1/2020",25,50,50,2020-07-01,"Wednesday"
"7/2/2020",25,50,50,2020-07-02,"Thursday"
"7/3/2020",25,50,50,2020-07-03,"Friday"
"7/6/2020",25,50,50,2020-07-06,"Monday"
"7/7/2020",25,50,50,2020-07-07,"Tuesday"
"7/8/2020",25,50,50,2020-07-08,"Wednesday"
"7/9/2020",25,50,50,2020-07-09,"Thursday"
"7/10/2020",25,50,50,2020-07-10,"Friday"
"7/13/2020",25,50,50,2020-07-13,"Monday"
"7/14/2020",25,50,50,2020-07-14,"Tuesday"
"7/15/2020",25,50,50,2020-07-15,"Wednesday"
"7/16/2020",25,50,50,2020-07-16,"Thursday"
"7/17/2020",25,50,50,2020-07-17,"Friday"
"7/20/2020",25,50,50,2020-07-20,"Monday"
"7/21/2020",25,50,50,2020-07-21,"Tuesday"
"7/22/2020",25,50,50,2020-07-22,"Wednesday"
"7/23/2020",25,50,50,2020-07-23,"Thursday"
"7/24/2020",25,50,50,2020-07-24,"Friday"
"7/27/2020",25,50,50,2020-07-27,"Monday"
"7/28/2020",25,50,50,2020-07-28,"Tuesday"
"7/29/2020",25,50,50,2020-07-29,"Wednesday"
"7/30/2020",25,50,50,2020-07-30,"Thursday"
"7/31/2020",25,50,50,2020-07-31,"Friday"
"8/3/2020",25,50,50,2020-08-03,"Monday"
"8/4/2020",25,50,50,2020-08-04,"Tuesday"
"8/5/2020",25,50,50,2020-08-05,"Wednesday"
"8/6/2020",25,50,50,2020-08-06,"Thursday"
"8/7/2020",25,50,50,2020-08-07,"Friday"
"8/10/2020",25,50,50,2020-08-10,"Monday"
"8/11/2020",25,50,50,2020-08-11,"Tuesday"
"8/12/2020",25,50,50,2020-08-12,"Wednesday"
"8/13/2020",25,50,50,2020-08-13,"Thursday"
"8/14/2020",25,50,50,2020-08-14,"Friday"
"8/17/2020",25,50,50,2020-08-17,"Monday"
"8/18/2020",25,50,50,2020-08-18,"Tuesday"
"8/19/2020",25,50,50,2020-08-19,"Wednesday"
"8/20/2020",25,50,50,2020-08-20,"Thursday"
"8/21/2020",25,50,50,2020-08-21,"Friday"
"8/24/2020",25,50,50,2020-08-24,"Monday"
"8/25/2020",25,50,50,2020-08-25,"Tuesday"
"8/26/2020",25,50,50,2020-08-26,"Wednesday"
"8/27/2020",25,50,50,2020-08-27,"Thursday"
"8/28/2020",25,50,50,2020-08-28,"Friday"
"8/31/2020",25,50,50,2020-08-31,"Monday"
"9/1/2020",25,50,50,2020-09-01,"Tuesday"
"9/2/2020",25,50,50,2020-09-02,"Wednesday"
"9/3/2020",25,50,50,2020-09-03,"Thursday"
"9/4/2020",25,50,50,2020-09-04,"Friday"
"9/7/2020",25,50,50,2020-09-07,"Monday"
"9/8/2020",25,50,50,2020-09-08,"Tuesday"
"9/9/2020",25,50,50,2020-09-09,"Wednesday"
"9/10/2020",25,50,50,2020-09-10,"Thursday"
"9/11/2020",25,50,50,2020-09-11,"Friday"
"9/14/2020",25,50,50,2020-09-14,"Monday"
"9/15/2020",25,50,50,2020-09-15,"Tuesday"
"9/16/2020",25,50,50,2020-09-16,"Wednesday"
"9/17/2020",25,50,50,2020-09-17,"Thursday"
"9/18/2020",25,50,50,2020-09-18,"Friday"
"9/21/2020",25,50,50,2020-09-21,"Monday"
"9/22/2020",25,50,50,2020-09-22,"Tuesday"
"9/23/2020",25,50,50,2020-09-23,"Wednesday"
"9/24/2020",25,50,50,2020-09-24,"Thursday"
"9/25/2020",25,50,50,2020-09-25,"Friday"
"9/28/2020",25,50,50,2020-09-28,"Monday"
"9/29/2020",25,50,50,2020-09-29,"Tuesday"
"9/30/2020",25,50,50,2020-09-30,"Wednesday"
"10/1/2020",25,50,50,2020-10-01,"Thursday"
"10/2/2020",25,50,50,2020-10-02,"Friday"
"10/5/2020",25,50,50,2020-10-05,"Monday"
"10/6/2020",25,50,50,2020-10-06,"Tuesday"
"10/7/2020",25,50,50,2020-10-07,"Wednesday"
"10/8/2020",25,50,50,2020-10-08,"Thursday"
"10/9/2020",25,50,50,2020-10-09,"Friday"
"10/12/2020",25,50,50,2020-10-12,"Monday"
"10/13/2020",25,50,50,2020-10-13,"Tuesday"
"10/14/2020",25,50,50,2020-10-14,"Wednesday"
"10/15/2020",25,50,50,2020-10-15,"Thursday"
"10/16/2020",25,50,50,2020-10-16,"Friday"
"10/19/2020",25,50,50,2020-10-19,"Monday"
"10/20/2020",25,50,50,2020-10-20,"Tuesday"
"10/21/2020",25,50,50,2020-10-21,"Wednesday"
"10/22/2020",25,50,50,2020-10-22,"Thursday"
"10/23/2020",25,50,50,2020-10-23,"Friday"
"10/26/2020",25,50,50,2020-10-26,"Monday"
"10/27/2020",25,50,50,2020-10-27,"Tuesday"
"10/28/2020",25,50,50,2020-10-28,"Wednesday"
"10/29/2020",25,50,50,2020-10-29,"Thursday"
"10/30/2020",25,50,50,2020-10-30,"Friday"
"11/2/2020",25,50,50,2020-11-02,"Monday"
"11/3/2020",25,50,50,2020-11-03,"Tuesday"
"11/4/2020",25,50,50,2020-11-04,"Wednesday"
"11/5/2020",25,50,50,2020-11-05,"Thursday"
"11/6/2020",25,50,50,2020-11-06,"Friday"
"11/9/2020",25,50,50,2020-11-09,"Monday"
"11/10/2020",25,50,50,2020-11-10,"Tuesday"
"11/11/2020",25,50,50,2020-11-11,"Wednesday"
"11/12/2020",25,50,50,2020-11-12,"Thursday"
"11/13/2020",25,50,50,2020-11-13,"Friday"
"11/16/2020",25,50,50,2020-11-16,"Monday"
"11/17/2020",25,50,50,2020-11-17,"Tuesday"
"11/18/2020",25,50,50,2020-11-18,"Wednesday"
"11/19/2020",25,50,50,2020-11-19,"Thursday"
"11/20/2020",25,50,50,2020-11-20,"Friday"
"11/23/2020",25,50,50,2020-11-23,"Monday"
"11/24/2020",25,50,50,2020-11-24,"Tuesday"
"11/25/2020",25,50,50,2020-11-25,"Wednesday"
"11/26/2020",25,50,50,2020-11-26,"Thursday"
"11/27/2020",25,50,50,2020-11-27,"Friday"
"11/30/2020",25,50,50,2020-11-30,"Monday"
"12/1/2020",25,50,50,2020-12-01,"Tuesday"
"12/2/2020",25,50,50,2020-12-02,"Wednesday"
"12/3/2020",25,50,50,2020-12-03,"Thursday"
"12/4/2020",25,50,50,2020-12-04,"Friday"
"12/7/2020",25,50,50,2020-12-07,"Monday"
"12/8/2020",25,50,50,2020-12-08,"Tuesday"
"12/9/2020",25,50,50,2020-12-09,"Wednesday"
"12/10/2020",25,50,50,2020-12-10,"Thursday"
"12/11/2020",25,50,50,2020-12-11,"Friday"
"12/14/2020",25,50,50,2020-12-14,"Monday"
"12/15/2020",25,50,50,2020-12-15,"Tuesday"
"12/16/2020",25,50,50,2020-12-16,"Wednesday"
"12/17/2020",25,50,50,2020-12-17,"Thursday"
"12/18/2020",25,50,50,2020-12-18,"Friday"
"12/21/2020",25,50,50,2020-12-21,"Monday"
"12/22/2020",25,50,50,2020-12-22,"Tuesday"
"12/23/2020",25,50,50,2020-12-23,"Wednesday"
"12/24/2020",25,50,50,2020-12-24,"Thursday"
"12/25/2020",25,50,50,2020-12-25,"Friday"
"12/28/2020",25,50,50,2020-12-28,"Monday"
"12/29/2020",25,50,50,2020-12-29,"Tuesday"
"12/30/2020",25,50,50,2020-12-30,"Wednesday"
"12/31/2020",25,50,50,2020-12-31,"Thursday"
"1/1/2021",25,50,50,2021-01-01,"Friday"
"1/4/2021",25,50,50,2021-01-04,"Monday"
"1/5/2021",25,50,50,2021-01-05,"Tuesday"
"1/6/2021",25,50,50,2021-01-06,"Wednesday"
"1/7/2021",25,50,50,2021-01-07,"Thursday"
"1/8/2021",25,50,50,2021-01-08,"Friday"
"1/11/2021",25,50,50,2021-01-11,"Monday"
"1/12/2021",25,50,50,2021-01-12,"Tuesday"
"1/13/2021",25,50,50,2021-01-13,"Wednesday"
"1/14/2021",25,50,50,2021-01-14,"Thursday"
"1/15/2021",25,50,50,2021-01-15,"Friday"
"1/18/2021",25,50,50,2021-01-18,"Monday"
"1/19/2021",25,50,50,2021-01-19,"Tuesday"
"1/20/2021",25,50,50,2021-01-20,"Wednesday"
"1/21/2021",25,50,50,2021-01-21,"Thursday"
"1/22/2021",25,50,50,2021-01-22,"Friday"
"1/25/2021",25,50,50,2021-01-25,"Monday"
"1/26/2021",25,50,50,2021-01-26,"Tuesday"
"1/27/2021",25,50,50,2021-01-27,"Wednesday"
"1/28/2021",25,50,50,2021-01-28,"Thursday"
"1/29/2021",25,50,50,2021-01-29,"Friday"
"2/1/2021",25,50,50,2021-02-01,"Monday"
"2/2/2021",25,50,50,2021-02-02,"Tuesday"
"2/3/2021",25,50,50,2021-02-03,"Wednesday"
"2/4/2021",25,50,50,2021-02-04,"Thursday"
"2/5/2021",25,50,50,2021-02-05,"Friday"
"2/8/2021",25,50,50,2021-02-08,"Monday"
"2/9/2021",25,50,50,2021-02-09,"Tuesday"
"2/10/2021",25,50,50,2021-02-10,"Wednesday"
"2/11/2021",25,50,50,2021-02-11,"Thursday"
"2/12/2021",25,50,50,2021-02-12,"Friday"
"2/15/2021",25,50,50,2021-02-15,"Monday"
"2/16/2021",25,50,50,2021-02-16,"Tuesday"
"2/17/2021",25,50,50,2021-02-17,"Wednesday"
"2/18/2021",25,50,50,2021-02-18,"Thursday"
"2/19/2021",25,50,50,2021-02-19,"Friday"
"2/22/2021",25,50,50,2021-02-22,"Monday"
"2/23/2021",25,50,50,2021-02-23,"Tuesday"
"2/24/2021",25,50,50,2021-02-24,"Wednesday"
"2/25/2021",25,50,50,2021-02-25,"Thursday"
"2/26/2021",25,50,50,2021-02-26,"Friday"
"3/1/2021",25,50,50,2021-03-01,"Monday"
"3/2/2021",25,50,50,2021-03-02,"Tuesday"
"3/3/2021",25,50,50,2021-03-03,"Wednesday"
"3/4/2021",25,50,50,2021-03-04,"Thursday"
"3/5/2021",25,50,50,2021-03-05,"Friday"
"3/8/2021",25,50,50,2021-03-08,"Monday"
"3/9/2021",25,50,50,2021-03-09,"Tuesday"
"3/10/2021",25,50,50,2021-03-10,"Wednesday"
"3/11/2021",25,50,50,2021-03-11,"Thursday"
"3/12/2021",25,50,50,2021-03-12,"Friday"
"3/15/2021",25,50,50,2021-03-15,"Monday"
"3/16/2021",25,50,50,2021-03-16,"Tuesday"
"3/17/2021",25,50,50,2021-03-17,"Wednesday"
"3/18/2021",25,50,50,2021-03-18,"Thursday"
"3/19/2021",25,50,50,2021-03-19,"Friday"
"3/22/2021",25,50,50,2021-03-22,"Monday"
"3/23/2021",25,50,50,2021-03-23,"Tuesday"
"3/24/2021",25,50,50,2021-03-24,"Wednesday"
"3/25/2021",25,50,50,2021-03-25,"Thursday"
"3/26/2021",25,50,50,2021-03-26,"Friday"
"3/29/2021",25,50,50,2021-03-29,"Monday"
"3/30/2021",25,50,50,2021-03-30,"Tuesday"
"3/31/2021",25,50,50,2021-03-31,"Wednesday"
"4/1/2021",25,50,50,2021-04-01,"Thursday"
"4/2/2021",25,50,50,2021-04-02,"Friday"
"4/5/2021",25,50,50,2021-04-05,"Monday"
"4/6/2021",25,50,50,2021-04-06,"Tuesday"
"4/7/2021",25,50,50,2021-04-07,"Wednesday"
"4/8/2021",25,50,50,2021-04-08,"Thursday"
"4/9/2021",25,50,50,2021-04-09,"Friday"
"4/12/2021",25,50,50,2021-04-12,"Monday"
"4/13/2021",25,50,50,2021-04-13,"Tuesday"
"4/14/2021",25,50,50,2021-04-14,"Wednesday"
"4/15/2021",25,50,50,2021-04-15,"Thursday"
"4/16/2021",25,50,50,2021-04-16,"Friday"
"4/19/2021",25,50,50,2021-04-19,"Monday"
"4/20/2021",25,50,50,2021-04-20,"Tuesday"
"4/21/2021",25,50,50,2021-04-21,"Wednesday"
"4/22/2021",25,50,50,2021-04-22,"Thursday"
"4/23/2021",25,50,50,2021-04-23,"Friday"
"4/26/2021",25,50,50,2021-04-26,"Monday"
"4/27/2021",25,50,50,2021-04-27,"Tuesday"
"4/28/2021",25,50,50,2021-04-28,"Wednesday"
"4/29/2021",25,50,50,2021-04-29,"Thursday"
"4/30/2021",25,50,50,2021-04-30,"Friday"
"5/3/2021",25,50,50,2021-05-03,"Monday"
"5/4/2021",25,50,50,2021-05-04,"Tuesday"
"5/5/2021",25,50,50,2021-05-05,"Wednesday"
"5/6/2021",25,50,50,2021-05-06,"Thursday"
"5/7/2021",25,50,50,2021-05-07,"Friday"
"5/10/2021",25,50,50,2021-05-10,"Monday"
"5/11/2021",25,50,50,2021-05-11,"Tuesday"
"5/12/2021",25,50,50,2021-05-12,"Wednesday"
"5/13/2021",25,50,50,2021-05-13,"Thursday"
"5/14/2021",25,50,50,2021-05-14,"Friday"
"5/17/2021",25,50,50,2021-05-17,"Monday"
"5/18/2021",25,50,50,2021-05-18,"Tuesday"
"5/19/2021",25,50,50,2021-05-19,"Wednesday"
"5/20/2021",25,50,50,2021-05-20,"Thursday"
"5/21/2021",25,50,50,2021-05-21,"Friday"
"5/24/2021",25,50,50,2021-05-24,"Monday"
"5/25/2021",25,50,50,2021-05-25,"Tuesday"
"5/26/2021",25,50,50,2021-05-26,"Wednesday"
"5/27/2021",25,50,50,2021-05-27,"Thursday"
"5/28/2021",25,50,50,2021-05-28,"Friday"
"5/31/2021",25,50,50,2021-05-31,"Monday"
"6/1/2021",25,50,50,2021-06-01,"Tuesday"
"6/2/2021",25,50,50,2021-06-02,"Wednesday"
"6/3/2021",25,50,50,2021-06-03,"Thursday"
"6/4/2021",25,50,50,2021-06-04,"Friday"
"6/7/2021",25,50,50,2021-06-07,"Monday"
"6/8/2021",25,50,50,2021-06-08,"Tuesday"
"6/9/2021",25,50,50,2021-06-09,"Wednesday"
"6/10/2021",25,50,50,2021-06-10,"Thursday"
"6/11/2021",25,50,50,2021-06-11,"Friday"
"6/14/2021",25,50,50,2021-06-14,"Monday"
"6/15/2021",25,50,50,2021-06-15,"Tuesday"
"6/16/2021",25,50,50,2021-06-16,"Wednesday"
"6/17/2021",25,50,50,2021-06-17,"Thursday"
"6/18/2021",25,50,50,2021-06-18,"Friday"
"6/21/2021",25,50,50,2021-06-21,"Monday"
"6/22/2021",25,50,50,2021-06-22,"Tuesday"
"6/23/2021",25,50,50,2021-06-23,"Wednesday"
"6/24/2021",25,50,50,2021-06-24,"Thursday"
"6/25/2021",25,50,50,2021-06-25,"Friday"
"6/28/2021",25,50,50,2021-06-28,"Monday"
"6/29/2021",25,50,50,2021-06-29,"Tuesday"
"6/30/2021",25,50,50,2021-06-30,"Wednesday"
"7/1/2021",25,50,50,2021-07-01,"Thursday"
"7/2/2021",25,50,50,2021-07-02,"Friday"
"7/5/2021",25,50,50,2021-07-05,"Monday"
"7/6/2021",25,50,50,2021-07-06,"Tuesday"
"7/7/2021",25,50,50,2021-07-07,"Wednesday"
"7/8/2021",25,50,50,2021-07-08,"Thursday"
"7/9/2021",25,50,50,2021-07-09,"Friday"
"7/12/2021",25,50,50,2021-07-12,"Monday"
"7/13/2021",25,50,50,2021-07-13,"Tuesday"
"7/14/2021",25,50,50,2021-07-14,"Wednesday"
"7/15/2021",25,50,50,2021-07-15,"Thursday"
"7/16/2021",25,50,50,2021-07-16,"Friday"
"7/19/2021",25,50,50,2021-07-19,"Monday"
"7/20/2021",25,50,50,2021-07-20,"Tuesday"
"7/21/2021",25,50,50,2021-07-21,"Wednesday"
"7/22/2021",25,50,50,2021-07-22,"Thursday"
"7/23/2021",25,50,50,2021-07-23,"Friday"
"7/26/2021",25,50,50,2021-07-26,"Monday"
"7/27/2021",25,50,50,2021-07-27,"Tuesday"
"7/28/2021",25,50,50,2021-07-28,"Wednesday"
"7/29/2021",25,50,50,2021-07-29,"Thursday"
"7/30/2021",25,50,50,2021-07-30,"Friday"
"8/2/2021",25,50,50,2021-08-02,"Monday"
"8/3/2021",25,50,50,2021-08-03,"Tuesday"
"8/4/2021",25,50,50,2021-08-04,"Wednesday"
"8/5/2021",25,50,50,2021-08-05,"Thursday"
"8/6/2021",25,50,50,2021-08-06,"Friday"
"8/9/2021",25,50,50,2021-08-09,"Monday"
"8/10/2021",25,50,50,2021-08-10,"Tuesday"
"8/11/2021",25,50,50,2021-08-11,"Wednesday"
"8/12/2021",25,50,50,2021-08-12,"Thursday"
"8/13/2021",25,50,50,2021-08-13,"Friday"
"8/16/2021",25,50,50,2021-08-16,"Monday"
"8/17/2021",25,50,50,2021-08-17,"Tuesday"
"8/18/2021",25,50,50,2021-08-18,"Wednesday"
"8/19/2021",25,50,50,2021-08-19,"Thursday"
"8/20/2021",25,50,50,2021-08-20,"Friday"
"8/23/2021",25,50,50,2021-08-23,"Monday"
"8/24/2021",25,50,50,2021-08-24,"Tuesday"
"8/25/2021",25,50,50,2021-08-25,"Wednesday"
"8/26/2021",25,50,50,2021-08-26,"Thursday"
"8/27/2021",25,50,50,2021-08-27,"Friday"
"8/30/2021",25,50,50,2021-08-30,"Monday"
"8/31/2021",25,50,50,2021-08-31,"Tuesday"
"9/1/2021",25,50,50,2021-09-01,"Wednesday"
"9/2/2021",25,50,50,2021-09-02,"Thursday"
"9/3/2021",25,50,50,2021-09-03,"Friday"
"9/6/2021",25,50,50,2021-09-06,"Monday"
"9/7/2021",25,50,50,2021-09-07,"Tuesday"
"9/8/2021",25,50,50,2021-09-08,"Wednesday"
"9/9/2021",25,50,50,2021-09-09,"Thursday"
"9/10/2021",25,50,50,2021-09-10,"Friday"
"9/13/2021",25,50,50,2021-09-13,"Monday"
"9/14/2021",25,50,50,2021-09-14,"Tuesday"
"9/15/2021",25,50,50,2021-09-15,"Wednesday"
"9/16/2021",25,50,50,2021-09-16,"Thursday"
"9/17/2021",25,50,50,2021-09-17,"Friday"
"9/20/2021",25,50,50,2021-09-20,"Monday"
"9/21/2021",25,50,50,2021-09-21,"Tuesday"
"9/22/2021",25,50,50,2021-09-22,"Wednesday"
"9/23/2021",25,50,50,2021-09-23,"Thursday"
"9/24/2021",25,50,50,2021-09-24,"Friday"
"9/27/2021",25,50,50,2021-09-27,"Monday"
"9/28/2021",25,50,50,2021-09-28,"Tuesday"
"9/29/2021",25,50,50,2021-09-29,"Wednesday"
"9/30/2021",25,50,50,2021-09-30,"Thursday"
"10/1/2021",25,50,50,2021-10-01,"Friday"
"10/4/2021",25,50,50,2021-10-04,"Monday"
"10/5/2021",25,50,50,2021-10-05,"Tuesday"
"10/6/2021",25,50,50,2021-10-06,"Wednesday"
"10/7/2021",25,50,50,2021-10-07,"Thursday"
"10/8/2021",25,50,50,2021-10-08,"Friday"
"10/11/2021",25,50,50,2021-10-11,"Monday"
"10/12/2021",25,50,50,2021-10-12,"Tuesday"
"10/13/2021",25,50,50,2021-10-13,"Wednesday"
"10/14/2021",25,50,50,2021-10-14,"Thursday"
"10/15/2021",25,50,50,2021-10-15,"Friday"
"10/18/2021",25,50,50,2021-10-18,"Monday"
"10/19/2021",25,50,50,2021-10-19,"Tuesday"
"10/20/2021",25,50,50,2021-10-20,"Wednesday"
"10/21/2021",25,50,50,2021-10-21,"Thursday"
"10/22/2021",25,50,50,2021-10-22,"Friday"
"10/25/2021",25,50,50,2021-10-25,"Monday"
"10/26/2021",25,50,50,2021-10-26,"Tuesday"
"10/27/2021",25,50,50,2021-10-27,"Wednesday"
"10/28/2021",25,50,50,2021-10-28,"Thursday"
"10/29/2021",25,50,50,2021-10-29,"Friday"
"11/1/2021",25,50,50,2021-11-01,"Monday"
"11/2/2021",25,50,50,2021-11-02,"Tuesday"
"11/3/2021",25,50,50,2021-11-03,"Wednesday"
"11/4/2021",25,50,50,2021-11-04,"Thursday"
"11/5/2021",25,50,50,2021-11-05,"Friday"
"11/8/2021",25,50,50,2021-11-08,"Monday"
"11/9/2021",25,50,50,2021-11-09,"Tuesday"
"11/10/2021",25,50,50,2021-11-10,"Wednesday"
"11/11/2021",25,50,50,2021-11-11,"Thursday"
"11/12/2021",25,50,50,2021-11-12,"Friday"
"11/15/2021",25,50,50,2021-11-15,"Monday"
"11/16/2021",25,50,50,2021-11-16,"Tuesday"
"11/17/2021",25,50,50,2021-11-17,"Wednesday"
"11/18/2021",25,50,50,2021-11-18,"Thursday"
"11/19/2021",25,50,50,2021-11-19,"Friday"
