Date,weekday,DFEDTARL,DFEDTARU,IORR,sdate,Dater,SOFR,EFFR,RRPONTSYAWARD,,,,,,,,
2/24/2021,Wednesday,25,50,50,2/24/2021,4/30/2021,0.01,0.05,0,,,,,,,,
2/25/2021,Thursday,25,50,50,2/25/2021,5/3/2021,0.01,0.06,0,,,,,,,,
2/26/2021,Friday,25,50,50,2/26/2021,5/4/2021,0.01,0.06,0,,,,,,,,
3/1/2021,Monday,25,50,50,3/1/2021,5/5/2021,0.01,0.06,0,,,,,,,,
3/2/2021,Tuesday,25,50,50,3/2/2021,5/6/2021,0.01,0.06,0,,,,,,,,
3/3/2021,Wednesday,25,50,50,3/3/2021,5/7/2021,0.01,0.06,0,,,,,,,,
3/4/2021,Thursday,25,50,50,3/4/2021,5/10/2021,0.01,0.06,0,,,,,,,,
3/5/2021,Friday,25,50,50,3/5/2021,5/11/2021,0.01,0.06,0,,,,,,,,
3/8/2021,Monday,25,50,50,3/8/2021,5/12/2021,0.01,0.06,0,,,,,,,,
3/9/2021,Tuesday,25,50,50,3/9/2021,5/13/2021,0.01,0.06,0,,,,,,,,
3/10/2021,Wednesday,25,50,50,3/10/2021,5/14/2021,0.01,0.06,0,,,,,,,,
3/11/2021,Thursday,25,50,50,3/11/2021,5/17/2021,0.01,0.06,0,,,,,,,,
3/12/2021,Friday,25,50,50,3/12/2021,5/18/2021,0.01,0.06,0,,,,,,,,
3/15/2021,Monday,25,50,50,3/15/2021,5/19/2021,0.01,0.06,0,,,,,,,,
3/16/2021,Tuesday,25,50,50,3/16/2021,5/20/2021,0.01,0.06,0,,,,,,,,
3/17/2021,Wednesday,25,50,50,3/17/2021,5/21/2021,0.01,0.06,0,,,,,,,,
3/18/2021,Thursday,25,50,50,3/18/2021,5/24/2021,0.01,0.06,0,,,,,,,,
3/19/2021,Friday,25,50,50,3/19/2021,5/25/2021,0.01,0.06,0,,,,,,,,
3/22/2021,Monday,25,50,50,3/22/2021,5/26/2021,0.01,0.06,0,,,,,,,,
3/23/2021,Tuesday,25,50,50,3/23/2021,5/27/2021,0.01,0.06,0,,,,,,,,
3/24/2021,Wednesday,25,50,50,3/24/2021,5/28/2021,0.01,0.05,0,,,,,,,,
3/25/2021,Thursday,25,50,50,3/25/2021,6/1/2021,0.01,0.06,0,,,,,,,,
3/26/2021,Friday,25,50,50,3/26/2021,6/2/2021,0.01,0.06,0,,,,,,,,
3/29/2021,Monday,25,50,50,3/29/2021,6/3/2021,0.01,0.06,0,,,,,,,,
3/30/2021,Tuesday,25,50,50,3/30/2021,6/4/2021,0.01,0.06,0,,,,,,,,
3/31/2021,Wednesday,25,50,50,3/31/2021,6/7/2021,0.01,0.06,0,,,,,,,,
4/1/2021,Thursday,25,50,50,4/1/2021,6/8/2021,0.01,0.06,0,,,,,,,,
4/2/2021,Friday,25,50,50,4/2/2021,6/9/2021,0.01,0.06,0,,,,,,,,
4/5/2021,Monday,25,50,50,4/5/2021,6/10/2021,0.01,0.06,0,,,,,,,,
4/6/2021,Tuesday,25,50,50,4/6/2021,6/11/2021,0.01,0.06,0,,,,,,,,
4/7/2021,Wednesday,25,50,50,4/7/2021,6/14/2021,0.01,0.06,0,,,,,,,,
4/8/2021,Thursday,25,50,50,4/8/2021,6/15/2021,0.01,0.06,0,,,,,,,,
4/9/2021,Friday,25,50,50,4/9/2021,6/16/2021,0.01,0.06,0,,,,,,,,
4/12/2021,Monday,25,50,50,4/12/2021,6/17/2021,0.05,0.1,0.05,,,,,,,,
4/13/2021,Tuesday,25,50,50,4/13/2021,6/18/2021,0.05,0.1,0.05,,,,,,,,
4/14/2021,Wednesday,25,50,50,4/14/2021,6/21/2021,0.05,0.1,0.05,,,,,,,,
4/15/2021,Thursday,25,50,50,4/15/2021,6/22/2021,0.05,0.1,0.05,,,,,,,,
4/16/2021,Friday,25,50,50,4/16/2021,6/23/2021,0.05,0.1,0.05,,,,,,,,
4/19/2021,Monday,25,50,50,4/19/2021,6/24/2021,0.05,0.1,0.05,,,,,,,,
4/20/2021,Tuesday,25,50,50,4/20/2021,6/25/2021,0.05,0.1,0.05,,,,,,,,
4/21/2021,Wednesday,25,50,50,4/21/2021,6/28/2021,0.05,0.1,0.05,,,,,,,,
4/22/2021,Thursday,25,50,50,4/22/2021,6/29/2021,0.05,0.1,0.05,,,,,,,,
4/23/2021,Friday,25,50,50,4/23/2021,6/30/2021,0.05,0.08,0.05,,,,,,,,
4/26/2021,Monday,25,50,50,4/26/2021,7/1/2021,0.05,0.1,0.05,,,,,,,,
4/27/2021,Tuesday,25,50,50,4/27/2021,7/2/2021,0.05,0.1,0.05,,,,,,,,
4/28/2021,Wednesday,25,50,50,4/28/2021,7/6/2021,0.05,0.1,0.05,,,,,,,,
4/29/2021,Thursday,25,50,50,4/29/2021,7/7/2021,0.05,0.1,0.05,,,,,,,,
4/30/2021,Friday,25,50,50,4/30/2021,7/8/2021,0.05,0.1,0.05,,,,,,,,
5/3/2021,Monday,25,50,50,5/3/2021,7/9/2021,0.05,0.1,0.05,,,,,,,,
5/4/2021,Tuesday,25,50,50,5/4/2021,7/12/2021,0.05,0.1,0.05,,,,,,,,
5/5/2021,Wednesday,25,50,50,5/5/2021,7/13/2021,0.05,0.1,0.05,,,,,,,,
5/6/2021,Thursday,25,50,50,5/6/2021,7/14/2021,0.05,0.1,0.05,,,,,,,,
5/7/2021,Friday,25,50,50,5/7/2021,7/15/2021,0.05,0.1,0.05,,,,,,,,
5/10/2021,Monday,25,50,50,5/10/2021,7/16/2021,0.05,0.1,0.05,,,,,,,,
5/11/2021,Tuesday,25,50,50,5/11/2021,7/19/2021,0.05,0.1,0.05,,,,,,,,
5/12/2021,Wednesday,25,50,50,5/12/2021,7/20/2021,0.05,0.1,0.05,,,,,,,,
5/13/2021,Thursday,25,50,50,5/13/2021,7/21/2021,0.05,0.1,0.05,,,,,,,,
5/14/2021,Friday,25,50,50,5/14/2021,7/22/2021,0.05,0.1,0.05,,,,,,,,
5/17/2021,Monday,25,50,50,5/17/2021,7/23/2021,0.05,0.1,0.05,,,,,,,,
5/18/2021,Tuesday,25,50,50,5/18/2021,7/26/2021,0.05,0.1,0.05,,,,,,,,
5/19/2021,Wednesday,25,50,50,5/19/2021,7/27/2021,0.05,0.1,0.05,,,,,,,,
5/20/2021,Thursday,25,50,50,5/20/2021,7/28/2021,0.05,0.1,0.05,,,,,,,,
5/21/2021,Friday,25,50,50,5/21/2021,7/29/2021,0.05,0.1,0.05,,,,,,,,
5/24/2021,Monday,25,50,50,5/24/2021,7/30/2021,0.05,0.07,0.05,,,,,,,,
5/25/2021,Tuesday,25,50,50,5/25/2021,8/2/2021,0.05,0.1,0.05,,,,,,,,
5/26/2021,Wednesday,25,50,50,5/26/2021,8/3/2021,0.05,0.1,0.05,,,,,,,,
5/27/2021,Thursday,25,50,50,5/27/2021,8/4/2021,0.05,0.1,0.05,,,,,,,,
5/28/2021,Friday,25,50,50,5/28/2021,8/5/2021,0.05,0.1,0.05,,,,,,,,
5/31/2021,Monday,25,50,50,5/31/2021,8/6/2021,0.05,0.1,0.05,,,,,,,,
6/1/2021,Tuesday,25,50,50,6/1/2021,8/9/2021,0.05,0.1,0.05,,,,,,,,
6/2/2021,Wednesday,25,50,50,6/2/2021,8/10/2021,0.05,0.1,0.05,,,,,,,,
6/3/2021,Thursday,25,50,50,6/3/2021,8/11/2021,0.05,0.1,0.05,,,,,,,,
6/4/2021,Friday,25,50,50,6/4/2021,8/12/2021,0.05,0.1,0.05,,,,,,,,
6/7/2021,Monday,25,50,50,6/7/2021,8/13/2021,0.05,0.1,0.05,,,,,,,,
6/8/2021,Tuesday,25,50,50,6/8/2021,8/16/2021,0.05,0.1,0.05,,,,,,,,
6/9/2021,Wednesday,25,50,50,6/9/2021,8/17/2021,0.05,0.1,0.05,,,,,,,,
6/10/2021,Thursday,25,50,50,6/10/2021,8/18/2021,0.05,0.09,0.05,,,,,,,,
6/11/2021,Friday,25,50,50,6/11/2021,8/19/2021,0.05,0.09,0.05,,,,,,,,
6/14/2021,Monday,25,50,50,6/14/2021,8/20/2021,0.05,0.09,0.05,,,,,,,,
6/15/2021,Tuesday,25,50,50,6/15/2021,8/23/2021,0.05,0.09,0.05,,,,,,,,
6/16/2021,Wednesday,25,50,50,6/16/2021,8/24/2021,0.05,0.09,0.05,,,,,,,,
6/17/2021,Thursday,25,50,50,6/17/2021,8/25/2021,0.05,0.09,0.05,,,,,,,,
6/18/2021,Friday,25,50,50,6/18/2021,8/26/2021,0.05,0.09,0.05,,,,,,,,
6/21/2021,Monday,25,50,50,6/21/2021,8/27/2021,0.05,0.08,0.05,,,,,,,,
6/22/2021,Tuesday,25,50,50,6/22/2021,8/30/2021,0.05,0.08,0.05,,,,,,,,
6/23/2021,Wednesday,25,50,50,6/23/2021,8/31/2021,0.05,0.06,0.05,,,,,,,,
6/24/2021,Thursday,25,50,50,6/24/2021,9/1/2021,0.05,0.08,0.05,,,,,,,,
6/25/2021,Friday,25,50,50,6/25/2021,9/2/2021,0.05,0.08,0.05,,,,,,,,
6/28/2021,Monday,25,50,50,6/28/2021,9/3/2021,0.05,0.08,0.05,,,,,,,,
6/29/2021,Tuesday,25,50,50,6/29/2021,9/7/2021,0.05,0.08,0.05,,,,,,,,
6/30/2021,Wednesday,25,50,50,6/30/2021,9/8/2021,0.05,0.08,0.05,,,,,,,,
7/1/2021,Thursday,25,50,50,7/1/2021,9/9/2021,0.05,0.08,0.05,,,,,,,,
7/2/2021,Friday,25,50,50,7/2/2021,9/10/2021,0.05,0.08,0.05,,,,,,,,
7/5/2021,Monday,25,50,50,7/5/2021,9/13/2021,0.05,0.08,0.05,,,,,,,,
7/6/2021,Tuesday,25,50,50,7/6/2021,9/14/2021,0.05,0.08,0.05,,,,,,,,
7/7/2021,Wednesday,25,50,50,7/7/2021,9/15/2021,0.05,0.08,0.05,,,,,,,,
7/8/2021,Thursday,25,50,50,7/8/2021,9/16/2021,0.05,0.08,0.05,,,,,,,,
7/9/2021,Friday,25,50,50,7/9/2021,9/17/2021,0.05,0.08,0.05,,,,,,,,
7/12/2021,Monday,25,50,50,7/12/2021,9/20/2021,0.05,0.08,0.05,,,,,,,,
7/13/2021,Tuesday,25,50,50,7/13/2021,9/21/2021,0.05,0.08,0.05,,,,,,,,
7/14/2021,Wednesday,25,50,50,7/14/2021,9/22/2021,0.05,0.08,0.05,,,,,,,,
7/15/2021,Thursday,25,50,50,7/15/2021,9/23/2021,0.05,0.08,0.05,,,,,,,,
7/16/2021,Friday,25,50,50,7/16/2021,9/24/2021,0.05,0.08,0.05,,,,,,,,
7/19/2021,Monday,25,50,50,7/19/2021,9/27/2021,0.05,0.08,0.05,,,,,,,,
7/20/2021,Tuesday,25,50,50,7/20/2021,9/28/2021,0.05,0.08,0.05,,,,,,,,
7/21/2021,Wednesday,25,50,50,7/21/2021,9/29/2021,0.05,0.08,0.05,,,,,,,,
7/22/2021,Thursday,25,50,50,7/22/2021,9/30/2021,0.05,0.06,0.05,,,,,,,,
7/23/2021,Friday,25,50,50,7/23/2021,10/1/2021,0.05,0.08,0.05,,,,,,,,
7/26/2021,Monday,25,50,50,7/26/2021,10/4/2021,0.05,0.08,0.05,,,,,,,,
7/27/2021,Tuesday,25,50,50,7/27/2021,10/5/2021,0.05,0.08,0.05,,,,,,,,
7/28/2021,Wednesday,25,50,50,7/28/2021,10/6/2021,0.05,0.08,0.05,,,,,,,,
7/29/2021,Thursday,25,50,50,7/29/2021,10/7/2021,0.05,0.08,0.05,,,,,,,,
7/30/2021,Friday,25,50,50,7/30/2021,10/8/2021,0.05,0.08,0.05,,,,,,,,
8/2/2021,Monday,25,50,50,8/2/2021,10/12/2021,0.05,0.08,0.05,,,,,,,,
8/3/2021,Tuesday,25,50,50,8/3/2021,10/13/2021,0.05,0.08,0.05,,,,,,,,
8/4/2021,Wednesday,25,50,50,8/4/2021,10/14/2021,0.05,0.08,0.05,,,,,,,,
8/5/2021,Thursday,25,50,50,8/5/2021,10/15/2021,0.05,0.08,0.05,,,,,,,,
8/6/2021,Friday,25,50,50,8/6/2021,10/18/2021,0.05,0.08,0.05,,,,,,,,
8/9/2021,Monday,25,50,50,8/9/2021,10/19/2021,0.03,0.08,0.05,,,,,,,,
8/10/2021,Tuesday,25,50,50,8/10/2021,10/20/2021,0.03,0.08,0.05,,,,,,,,
8/11/2021,Wednesday,25,50,50,8/11/2021,10/21/2021,0.03,0.08,0.05,,,,,,,,
8/12/2021,Thursday,25,50,50,8/12/2021,10/22/2021,0.05,0.08,0.05,,,,,,,,
8/13/2021,Friday,25,50,50,8/13/2021,10/25/2021,0.04,0.08,0.05,,,,,,,,
8/16/2021,Monday,25,50,50,8/16/2021,10/26/2021,0.05,0.08,0.05,,,,,,,,
8/17/2021,Tuesday,25,50,50,8/17/2021,10/27/2021,0.05,0.08,0.05,,,,,,,,
8/18/2021,Wednesday,25,50,50,8/18/2021,10/28/2021,0.05,0.08,0.05,,,,,,,,
8/19/2021,Thursday,25,50,50,8/19/2021,10/29/2021,0.05,0.07,0.05,,,,,,,,
8/20/2021,Friday,25,50,50,8/20/2021,11/1/2021,0.05,0.08,0.05,,,,,,,,
8/23/2021,Monday,25,50,50,8/23/2021,11/2/2021,0.05,0.08,0.05,,,,,,,,
8/24/2021,Tuesday,25,50,50,8/24/2021,11/3/2021,0.05,0.08,0.05,,,,,,,,
8/25/2021,Wednesday,25,50,50,8/25/2021,11/4/2021,0.05,0.08,0.05,,,,,,,,
8/26/2021,Thursday,25,50,50,8/26/2021,11/5/2021,0.05,0.08,0.05,,,,,,,,
8/27/2021,Friday,25,50,50,8/27/2021,11/8/2021,0.05,0.08,0.05,,,,,,,,
8/30/2021,Monday,25,50,50,8/30/2021,11/9/2021,0.05,0.08,0.05,,,,,,,,
8/31/2021,Tuesday,25,50,50,8/31/2021,11/10/2021,0.05,0.08,0.05,,,,,,,,
9/1/2021,Wednesday,25,50,50,9/1/2021,11/12/2021,0.05,0.08,0.05,,,,,,,,
9/2/2021,Thursday,25,50,50,9/2/2021,11/15/2021,0.05,0.08,0.05,,,,,,,,
9/3/2021,Friday,25,50,50,9/3/2021,11/16/2021,0.05,0.08,0.05,,,,,,,,
9/6/2021,Monday,25,50,50,9/6/2021,11/17/2021,0.05,0.08,0.05,,,,,,,,
9/7/2021,Tuesday,25,50,50,9/7/2021,11/18/2021,0.05,0.08,0.05,,,,,,,,
9/8/2021,Wednesday,25,50,50,9/8/2021,11/19/2021,0.05,0.08,0.05,,,,,,,,
9/9/2021,Thursday,25,50,50,9/9/2021,11/22/2021,0.05,0.08,0.05,,,,,,,,
9/10/2021,Friday,25,50,50,9/10/2021,11/23/2021,0.05,0.08,0.05,,,,,,,,
9/13/2021,Monday,25,50,50,9/13/2021,11/24/2021,0.05,0.08,0.05,,,,,,,,
9/14/2021,Tuesday,25,50,50,9/14/2021,11/26/2021,0.05,0.08,0.05,,,,,,,,
9/15/2021,Wednesday,25,50,50,9/15/2021,11/29/2021,0.05,0.08,0.05,,,,,,,,
9/16/2021,Thursday,25,50,50,9/16/2021,11/30/2021,0.05,0.07,0.05,,,,,,,,
9/17/2021,Friday,25,50,50,9/17/2021,12/1/2021,0.05,0.08,0.05,,,,,,,,
9/20/2021,Monday,25,50,50,9/20/2021,12/2/2021,0.05,0.08,0.05,,,,,,,,
9/21/2021,Tuesday,25,50,50,9/21/2021,12/3/2021,0.05,0.08,0.05,,,,,,,,
9/22/2021,Wednesday,25,50,50,9/22/2021,12/6/2021,0.05,0.08,0.05,,,,,,,,
9/23/2021,Thursday,25,50,50,9/23/2021,12/7/2021,0.05,0.08,0.05,,,,,,,,
9/24/2021,Friday,25,50,50,9/24/2021,12/8/2021,0.05,0.08,0.05,,,,,,,,
9/27/2021,Monday,25,50,50,9/27/2021,12/9/2021,0.05,0.08,0.05,,,,,,,,
9/28/2021,Tuesday,25,50,50,9/28/2021,12/10/2021,0.05,0.08,0.05,,,,,,,,
9/29/2021,Wednesday,25,50,50,9/29/2021,12/13/2021,0.05,0.08,0.05,,,,,,,,
9/30/2021,Thursday,25,50,50,9/30/2021,12/14/2021,0.05,0.08,0.05,,,,,,,,
10/1/2021,Friday,25,50,50,10/1/2021,12/15/2021,0.05,0.08,0.05,,,,,,,,
10/4/2021,Monday,25,50,50,10/4/2021,12/16/2021,0.05,0.08,0.05,,,,,,,,
10/5/2021,Tuesday,25,50,50,10/5/2021,12/17/2021,0.05,0.08,0.05,,,,,,,,
10/6/2021,Wednesday,25,50,50,10/6/2021,12/20/2021,0.04,0.08,0.05,,,,,,,,
10/7/2021,Thursday,25,50,50,10/7/2021,12/21/2021,0.05,0.08,0.05,,,,,,,,
10/8/2021,Friday,25,50,50,10/8/2021,12/22/2021,0.05,0.08,0.05,,,,,,,,
10/11/2021,Monday,25,50,50,10/11/2021,12/23/2021,0.05,0.08,0.05,,,,,,,,
10/12/2021,Tuesday,25,50,50,10/12/2021,12/24/2021,NA,0.08,#N/A,,,,,,,,
10/13/2021,Wednesday,25,50,50,10/13/2021,12/27/2021,0.05,0.08,0.05,,,,,,,,
10/14/2021,Thursday,25,50,50,10/14/2021,12/28/2021,0.05,0.08,0.05,,,,,,,,
10/15/2021,Friday,25,50,50,10/15/2021,12/29/2021,0.05,0.08,0.05,,,,,,,,
10/18/2021,Monday,25,50,50,10/18/2021,12/30/2021,0.05,0.08,0.05,,,,,,,,
10/19/2021,Tuesday,25,50,50,10/19/2021,12/31/2021,0.05,0.07,0.05,,,,,,,,
10/20/2021,Wednesday,25,50,50,10/20/2021,1/3/2022,0.05,0.08,0.05,,,,,,,,
10/21/2021,Thursday,25,50,50,10/21/2021,1/4/2022,0.05,0.08,0.05,,,,,,,,
10/22/2021,Friday,25,50,50,10/22/2021,1/5/2022,0.05,0.08,0.05,,,,,,,,
10/25/2021,Monday,25,50,50,10/25/2021,1/6/2022,0.05,0.08,0.05,,,,,,,,
10/26/2021,Tuesday,25,50,50,10/26/2021,1/7/2022,0.05,0.08,0.05,,,,,,,,
10/27/2021,Wednesday,25,50,50,10/27/2021,1/10/2022,0.05,0.08,0.05,,,,,,,,
10/28/2021,Thursday,25,50,50,10/28/2021,1/11/2022,0.05,0.08,0.05,,,,,,,,
10/29/2021,Friday,25,50,50,10/29/2021,1/12/2022,0.05,0.08,0.05,,,,,,,,
11/1/2021,Monday,25,50,50,11/1/2021,1/13/2022,0.05,0.08,0.05,,,,,,,,
11/2/2021,Tuesday,25,50,50,11/2/2021,1/14/2022,0.05,0.08,0.05,,,,,,,,
11/3/2021,Wednesday,25,50,50,11/3/2021,1/18/2022,0.05,0.08,0.05,,,,,,,,
11/4/2021,Thursday,25,50,50,11/4/2021,1/19/2022,0.05,0.08,0.05,,,,,,,,
11/5/2021,Friday,25,50,50,11/5/2021,1/20/2022,0.04,0.08,0.05,,,,,,,,
11/8/2021,Monday,25,50,50,11/8/2021,1/21/2022,0.05,0.08,0.05,,,,,,,,
11/9/2021,Tuesday,25,50,50,11/9/2021,1/24/2022,0.04,0.08,0.05,,,,,,,,
11/10/2021,Wednesday,25,50,50,11/10/2021,1/25/2022,0.05,0.08,0.05,,,,,,,,
11/11/2021,Thursday,25,50,50,11/11/2021,1/26/2022,0.04,0.08,0.05,,,,,,,,
11/12/2021,Friday,25,50,50,11/12/2021,1/27/2022,0.04,0.08,0.05,,,,,,,,
11/15/2021,Monday,25,50,50,11/15/2021,1/28/2022,0.05,0.08,0.05,,,,,,,,
11/16/2021,Tuesday,25,50,50,11/16/2021,1/31/2022,0.05,0.08,0.05,,,,,,,,
11/17/2021,Wednesday,25,50,50,11/17/2021,2/1/2022,0.05,0.08,0.05,,,,,,,,
11/18/2021,Thursday,25,50,50,11/18/2021,2/2/2022,0.05,0.08,0.05,,,,,,,,
11/19/2021,Friday,25,50,50,11/19/2021,2/3/2022,0.05,0.08,0.05,,,,,,,,
11/22/2021,Monday,25,50,50,11/22/2021,2/4/2022,0.05,0.08,0.05,,,,,,,,
11/23/2021,Tuesday,25,50,50,11/23/2021,2/7/2022,0.05,0.08,0.05,,,,,,,,
11/24/2021,Wednesday,25,50,50,11/24/2021,2/8/2022,0.05,0.08,0.05,,,,,,,,
11/25/2021,Thursday,25,50,50,11/25/2021,2/9/2022,0.04,0.08,0.05,,,,,,,,
11/26/2021,Friday,25,50,50,11/26/2021,2/10/2022,0.05,0.08,0.05,,,,,,,,
11/29/2021,Monday,25,50,50,11/29/2021,2/11/2022,0.05,0.08,0.05,,,,,,,,
11/30/2021,Tuesday,25,50,50,11/30/2021,2/14/2022,0.05,0.08,0.05,,,,,,,,
12/1/2021,Wednesday,25,50,50,12/1/2021,2/15/2022,0.05,0.08,0.05,,,,,,,,
12/2/2021,Thursday,25,50,50,12/2/2021,2/16/2022,0.05,0.08,0.05,,,,,,,,
12/3/2021,Friday,25,50,50,12/3/2021,2/17/2022,0.05,0.08,0.05,,,,,,,,
12/6/2021,Monday,25,50,50,12/6/2021,2/18/2022,0.05,0.08,0.05,,,,,,,,
12/7/2021,Tuesday,25,50,50,12/7/2021,2/22/2022,0.05,0.08,0.05,,,,,,,,
12/8/2021,Wednesday,25,50,50,12/8/2021,2/23/2022,0.05,0.08,0.05,,,,,,,,
12/9/2021,Thursday,25,50,50,12/9/2021,2/24/2022,0.05,0.08,0.05,,,,,,,,
12/10/2021,Friday,25,50,50,12/10/2021,2/25/2022,0.05,0.08,0.05,,,,,,,,
12/13/2021,Monday,25,50,50,12/13/2021,2/28/2022,0.05,0.08,0.05,,,,,,,,
12/14/2021,Tuesday,25,50,50,12/14/2021,3/1/2022,0.05,0.08,0.05,,,,,,,,
12/15/2021,Wednesday,25,50,50,12/15/2021,3/2/2022,0.05,0.08,0.05,,,,,,,,
12/16/2021,Thursday,25,50,50,12/16/2021,3/3/2022,0.05,0.08,0.05,,,,,,,,
12/17/2021,Friday,25,50,50,12/17/2021,3/4/2022,0.05,0.08,0.05,,,,,,,,
12/20/2021,Monday,25,50,50,12/20/2021,3/7/2022,0.05,0.08,0.05,,,,,,,,
12/21/2021,Tuesday,25,50,50,12/21/2021,3/8/2022,0.05,0.08,0.05,,,,,,,,
12/22/2021,Wednesday,25,50,50,12/22/2021,3/9/2022,0.05,0.08,0.05,,,,,,,,
12/23/2021,Thursday,25,50,50,12/23/2021,3/10/2022,0.05,0.08,0.05,,,,,,,,
12/24/2021,Friday,25,50,50,12/24/2021,3/11/2022,0.05,0.08,0.05,,,,,,,,
12/27/2021,Monday,25,50,50,12/27/2021,3/14/2022,0.05,0.08,0.05,,,,,,,,
12/28/2021,Tuesday,25,50,50,12/28/2021,3/15/2022,0.05,0.08,0.05,,,,,,,,
12/29/2021,Wednesday,25,50,50,12/29/2021,3/16/2022,0.05,0.08,0.05,,,,,,,,
12/30/2021,Thursday,25,50,50,12/30/2021,3/17/2022,0.3,0.33,0.3,,,,,,,,
12/31/2021,Friday,25,50,50,12/31/2021,3/18/2022,0.3,0.33,0.3,,,,,,,,
1/3/2022,Monday,25,50,50,1/3/2022,3/21/2022,0.29,0.33,0.3,,,,,,,,
1/4/2022,Tuesday,25,50,50,1/4/2022,3/22/2022,0.28,0.33,0.3,,,,,,,,
1/5/2022,Wednesday,25,50,50,1/5/2022,3/23/2022,0.27,0.33,0.3,,,,,,,,
1/6/2022,Thursday,25,50,50,1/6/2022,3/24/2022,0.27,0.33,0.3,,,,,,,,
1/7/2022,Friday,25,50,50,1/7/2022,3/25/2022,0.28,0.33,0.3,,,,,,,,
1/10/2022,Monday,25,50,50,1/10/2022,3/28/2022,0.28,0.33,0.3,,,,,,,,
1/11/2022,Tuesday,25,50,50,1/11/2022,3/29/2022,0.28,0.33,0.3,,,,,,,,
1/12/2022,Wednesday,25,50,50,1/12/2022,3/30/2022,0.27,0.33,0.3,,,,,,,,
1/13/2022,Thursday,25,50,50,1/13/2022,3/31/2022,0.29,0.33,0.3,,,,,,,,
1/14/2022,Friday,25,50,50,1/14/2022,4/1/2022,0.3,0.33,0.3,,,,,,,,
1/17/2022,Monday,25,50,50,1/17/2022,4/4/2022,0.3,0.33,0.3,,,,,,,,
1/18/2022,Tuesday,25,50,50,1/18/2022,4/5/2022,0.3,0.33,0.3,,,,,,,,
1/19/2022,Wednesday,25,50,50,1/19/2022,4/6/2022,0.3,0.33,0.3,,,,,,,,
1/20/2022,Thursday,25,50,50,1/20/2022,4/7/2022,0.3,0.33,0.3,,,,,,,,
1/21/2022,Friday,25,50,50,1/21/2022,4/8/2022,0.3,0.33,0.3,,,,,,,,
1/24/2022,Monday,25,50,50,1/24/2022,4/11/2022,0.3,0.33,0.3,,,,,,,,
1/25/2022,Tuesday,25,50,50,1/25/2022,4/12/2022,0.29,0.33,0.3,,,,,,,,
1/26/2022,Wednesday,25,50,50,1/26/2022,4/13/2022,0.29,0.33,0.3,,,,,,,,
1/27/2022,Thursday,25,50,50,1/27/2022,4/14/2022,0.29,0.33,0.3,,,,,,,,
1/28/2022,Friday,25,50,50,1/28/2022,4/15/2022,NA,0.33,#N/A,,,,,,,,
1/31/2022,Monday,25,50,50,1/31/2022,4/18/2022,0.29,0.33,0.3,,,,,,,,
2/1/2022,Tuesday,25,50,50,2/1/2022,4/19/2022,0.28,0.33,0.3,,,,,,,,
2/2/2022,Wednesday,25,50,50,2/2/2022,4/20/2022,0.27,0.33,0.3,,,,,,,,
2/3/2022,Thursday,25,50,50,2/3/2022,4/21/2022,0.26,0.33,0.3,,,,,,,,
2/4/2022,Friday,25,50,50,2/4/2022,4/22/2022,0.27,0.33,0.3,,,,,,,,
2/7/2022,Monday,25,50,50,2/7/2022,4/25/2022,0.27,0.33,0.3,,,,,,,,
2/8/2022,Tuesday,25,50,50,2/8/2022,4/26/2022,0.27,0.33,0.3,,,,,,,,
2/9/2022,Wednesday,25,50,50,2/9/2022,4/27/2022,0.28,0.33,0.3,,,,,,,,
2/10/2022,Thursday,25,50,50,2/10/2022,4/28/2022,0.28,0.33,0.3,,,,,,,,
2/11/2022,Friday,25,50,50,2/11/2022,4/29/2022,0.28,0.33,0.3,,,,,,,,
2/14/2022,Monday,25,50,50,2/14/2022,5/2/2022,0.3,0.33,0.3,,,,,,,,
2/15/2022,Tuesday,25,50,50,2/15/2022,5/3/2022,0.3,0.33,0.3,,,,,,,,
2/16/2022,Wednesday,25,50,50,2/16/2022,5/4/2022,0.3,0.33,0.3,,,,,,,,
2/17/2022,Thursday,25,50,50,2/17/2022,5/5/2022,0.79,0.83,0.8,,,,,,,,
2/18/2022,Friday,25,50,50,2/18/2022,5/6/2022,0.78,0.83,0.8,,,,,,,,
2/21/2022,Monday,25,50,50,2/21/2022,5/9/2022,0.78,0.83,0.8,,,,,,,,
2/22/2022,Tuesday,25,50,50,2/22/2022,5/10/2022,0.78,0.83,0.8,,,,,,,,
2/23/2022,Wednesday,25,50,50,2/23/2022,5/11/2022,0.78,0.83,0.8,,,,,,,,
2/24/2022,Thursday,25,50,50,2/24/2022,5/12/2022,0.79,0.83,0.8,,,,,,,,
2/25/2022,Friday,25,50,50,2/25/2022,5/13/2022,0.79,0.83,0.8,,,,,,,,
2/28/2022,Monday,25,50,50,2/28/2022,5/16/2022,0.8,0.83,0.8,,,,,,,,
3/1/2022,Tuesday,25,50,50,3/1/2022,5/17/2022,0.8,0.83,0.8,,,,,,,,
3/2/2022,Wednesday,25,50,50,3/2/2022,5/18/2022,0.79,0.83,0.8,,,,,,,,
3/3/2022,Thursday,25,50,50,3/3/2022,5/19/2022,0.79,0.83,0.8,,,,,,,,
3/4/2022,Friday,25,50,50,3/4/2022,5/20/2022,0.78,0.83,0.8,,,,,,,,
3/7/2022,Monday,25,50,50,3/7/2022,5/23/2022,0.78,0.83,0.8,,,,,,,,
