sdate,EFFR,OBFR,TGCR,BGCR,SOFR,dkindex,TargetDe,TargetUe,Time,,,,,,,,,,,,,,,,,,,,,,,Dgara,,,,,,differences,
17500,0.036120729,0.344881758,0.490660588,0.710847568,0.383816495,1.966327139,0,0,11/29/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,11/22/2017,1.16,201,,,,,
17501,0.892309437,0.531958938,0.678085299,1.168383243,0.049486729,3.320223646,0,0,11/30/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,11/24/2017,1.16,193,,,,,
17504,0.905746739,0.714388535,0.281395797,0.631659919,0.436524324,2.969715314,0,0,12/1/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,11/27/2017,1.16,211,,,,,
17505,0.89736476,0.342441115,0.087146282,0.632793743,0.40251045,2.362256349,0,0,12/4/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,11/28/2017,1.16,207,,,,,
17506,0.878093045,0.154853148,0.08698422,0.63349211,0.408684701,2.162107223,0,0,12/5/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,11/29/2017,1.16,211,,,,,
17507,0.865796373,0.154809777,0.4863493,0.257007688,0.397723241,2.161686379,0,0,12/6/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,11/30/2017,1.08,198,,,,,
17508,0.861822839,0.534226393,0.488799518,0.702230382,0.405064017,2.992143149,0,0,12/7/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/1/2017,1.16,216,,,,,
17511,0.883555466,0.537685922,0.47813006,0.702967413,0.403829435,3.006168297,0,0,12/8/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/4/2017,1.16,215,,,,,
17512,0.873536749,0.537664355,0.282747906,0.25820166,0.390755687,2.342906357,0,0,12/11/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/5/2017,1.16,215,,,,,
17513,0.878368208,0.341610629,4.742552312,11.32400165,0.446151871,17.73268467,0,0,12/12/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/6/2017,1.16,205,,,,,
17514,3.496924713,4.415409152,5.128780801,13.23234714,0.462619657,26.73608146,0,0,12/13/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/7/2017,1.16,201,,,,,
17515,3.61198878,4.887259703,5.167698379,12.71016973,1.514155533,27.89127213,0,0,12/14/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/8/2017,1.16,203,,,,,
17518,3.360464417,4.868330816,5.175942021,13.30238699,1.619281781,28.32640603,0,0,12/15/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/11/2017,1.16,211,,,,,
17519,3.722378104,4.907837922,5.288566243,12.55534814,1.557061235,28.03119164,0,0,12/18/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/12/2017,1.16,211,,,,,
17520,3.657025075,4.865375926,5.64808157,13.04829375,1.687615502,28.90639182,0,0,12/19/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/13/2017,1.16,214,,,,,
17521,3.78031395,5.153314544,5.747208488,14.02663858,1.713070289,30.42054585,0,0,12/20/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/14/2017,1.41,199,,,,,
17522,3.848796645,5.354253609,5.788136623,13.87978607,1.74023169,30.61120464,0,0,12/21/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/15/2017,1.41,204,,,,,
17526,3.994419665,5.143753923,5.534780454,14.29196154,1.702870783,30.66778637,0,0,12/22/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/18/2017,1.41,190,,,,,
17527,4.159585012,5.248300566,5.616192453,13.85305491,1.787594809,30.66472775,0,0,12/26/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/19/2017,1.42,202,,,,,
17528,3.900594377,5.21189848,6.578742057,18.54288442,1.882549899,36.11666923,0,0,12/27/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/20/2017,1.42,194,,,,,
17529,2.062265352,6.151341846,5.99657764,16.10792828,2.041183159,32.35929627,0,0,12/28/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/21/2017,1.42,202,,,,,
17533,3.613350668,5.452905878,5.976070215,16.12734989,0.875466823,32.04514348,0,0,12/29/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,12/22/2017,1.42,198,,,,,
17534,3.883964672,5.42301168,5.836860593,16.11100408,1.577787508,32.83262853,0,0,1/2/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/26/2017,1.42,210,,,,,
17535,3.76335304,5.756231675,6.011804855,12.78715886,1.725778419,30.04432684,0,0,1/3/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/27/2017,1.42,213,,,,,
17536,3.909273908,4.947228806,5.187175753,11.91919353,1.690547766,27.65341977,0,0,1/4/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/28/2017,1.42,198,,,,,
17539,3.654085248,4.715089445,4.969219677,10.80960568,1.748617504,25.89661755,0,0,1/5/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/29/2017,1.33,129,,,,,
17540,3.758534655,4.393029264,4.680986299,9.730299419,1.658528496,24.22137813,0,0,1/8/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/2/2018,1.42,189,,,,,
17541,3.719261811,4.181963198,4.45903371,11.96055479,1.666707694,25.9875212,0,0,1/9/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/3/2018,1.42,208,,,,,
17542,3.609720999,4.523431574,4.953809734,13.28687697,1.718101434,28.09194071,0,0,1/10/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/4/2018,1.42,204,,,,,
17543,3.541083042,5.096595823,5.499864183,15.11170559,1.717713709,30.96696234,0,0,1/11/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/5/2018,1.42,214,,,,,
17547,3.6498078,5.530104125,5.920714001,14.19753403,1.701363182,30.99952313,0,0,1/12/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/8/2018,1.42,206,,,,,
17548,3.711350555,5.223680373,5.521425611,12.83559608,1.56441743,28.85647005,0,0,1/16/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/9/2018,1.42,212,,,,,
17549,3.540194686,4.845056911,5.152471083,11.08147287,1.655912521,26.27510807,0,0,1/17/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/10/2018,1.42,211,,,,,
17550,3.487727953,4.644780114,4.968816068,10.74061051,1.539367358,25.381302,0,0,1/18/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/11/2018,1.42,205,,,,,
17553,3.637775052,4.418624244,4.660459411,10.76336604,1.542628729,25.02285348,0,0,1/19/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/12/2018,1.42,197,,,,,
17554,3.674756179,4.439801126,4.78026527,12.72073067,1.576430777,27.19198402,0,0,1/22/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/16/2018,1.42,205,,,,,
17555,3.756556479,4.984401354,5.327534626,12.77645429,1.622007079,28.46695383,0,0,1/23/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/17/2018,1.42,210,,,,,
17556,3.540157084,5.082905529,5.389207219,12.78241701,1.618665623,28.41335246,0,0,1/24/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/18/2018,1.42,200,,,,,
17557,3.624594292,5.059012019,5.298480534,11.98631072,1.596258813,27.56465637,0,0,1/25/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/19/2018,1.42,196,,,,,
17560,3.790950567,4.733675117,4.978128969,11.64664315,1.634288133,26.78368594,0,0,1/26/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/22/2018,1.42,204,,,,,
17561,3.920652147,4.806417754,5.064477433,13.94325424,1.646267869,29.38106944,0,0,1/29/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/23/2018,1.42,204,,,,,
17562,2.728566596,5.642744607,5.961575382,11.77331944,1.800073138,27.90627916,0,0,1/30/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/24/2018,1.42,212,,,,,
17563,3.887352746,4.625477784,4.886959667,11.20515464,1.386635317,25.99158015,0,0,1/31/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/25/2018,1.42,198,,,,,
17564,3.854758833,4.751044277,4.979360165,10.90959384,1.93876204,26.43351915,0,0,2/1/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/26/2018,1.42,201,,,,,
17567,3.811055591,4.668356685,4.881530901,9.83779663,1.907948274,25.10668808,0,0,2/2/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/29/2018,1.42,210,,,,,
17568,3.742795508,4.343013562,4.584285181,9.757069802,1.855428954,24.28259301,0,0,2/5/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/30/2018,1.42,218,,,,,
17569,3.837717783,4.414435051,4.675938551,11.26809017,1.807360846,26.00354241,0,0,2/6/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,1/31/2018,1.34,204,,,,,
17570,3.765757218,4.777858791,4.977811383,11.48363443,1.80711776,26.81217959,0,0,2/7/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/1/2018,1.42,224,,,,,
17571,3.810402103,4.799927467,5.051906251,10.87934721,1.855196216,26.39677924,0,0,2/8/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/2/2018,1.42,218,,,,,
17574,3.823464837,4.599298005,4.843042859,10.87011053,1.862112415,25.99802864,0,0,2/9/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/5/2018,1.42,217,,,,,
17575,3.921369268,4.834888901,5.038567037,10.44387069,1.723509938,25.96220584,0,0,2/12/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/6/2018,1.42,209,,,,,
17576,3.793003007,4.697341977,4.980162292,13.26814815,1.732683259,28.47133868,0,0,2/13/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/7/2018,1.42,220,,,,,
17577,3.698558425,5.783487638,6.009402356,13.66355416,1.825430491,30.98043307,0,0,2/14/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/8/2018,1.42,218,,,,,
17578,3.650037588,5.831399614,6.089313371,12.32660381,1.765861781,29.66321616,0,0,2/15/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/9/2018,1.42,219,,,,,
17582,3.3805232,5.404000096,5.718426445,11.75026603,1.648195583,27.90141136,0,0,2/16/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/12/2018,1.42,221,,,,,
17583,3.510662301,5.121471562,5.397480929,11.9964583,1.483186067,27.50925916,0,0,2/20/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/13/2018,1.42,222,,,,,
17584,3.589072569,5.386530549,5.704336244,13.02147777,1.549773897,29.25119103,0,0,2/21/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/14/2018,1.42,218,,,,,
17585,3.754324376,5.631606119,5.971795778,12.19453305,1.713410441,29.26566977,0,0,2/22/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/15/2018,1.42,214,,,,,
17588,3.630268691,5.412057879,5.686593363,12.78267623,1.773185209,29.28478138,0,0,2/23/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/16/2018,1.42,210,,,,,
17589,3.774118289,5.640379979,5.90977181,14.37483757,1.720801436,31.41990908,0,0,2/26/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/20/2018,1.42,196,,,,,
17590,2.791236171,6.096612748,6.396487627,16.16585203,1.80711776,33.25730634,0,0,2/27/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/21/2018,1.42,200,,,,,
17591,3.648154183,6.387410304,6.875065631,16.93218547,1.441729884,35.28454547,0,0,2/28/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/22/2018,1.42,205,,,,,
17592,3.752495736,6.481862208,6.79968019,15.68912098,2.028437195,34.75159631,0,0,3/1/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/23/2018,1.42,216,,,,,
17595,3.615048576,6.344354363,6.651657996,15.80152287,1.93714668,34.34973049,0,0,3/2/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/26/2018,1.42,208,,,,,
17596,3.68479985,6.510640739,6.809309024,14.96410981,1.923215801,33.89207522,0,0,3/5/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/27/2018,1.42,214,,,,,
17597,3.624914835,6.674507498,6.937273351,16.85905571,1.926359152,36.02211055,0,0,3/6/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,2/28/2018,1.35,204,,,,,
17598,3.560959289,7.178824254,7.604623908,16.70379466,1.799564067,36.84776618,0,0,3/7/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/1/2018,1.42,210,,,,,
17599,3.380811862,6.993258949,7.514020407,16.24601776,1.877512907,36.01162189,0,0,3/8/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/2/2018,1.42,214,,,,,
17602,3.498787213,6.865345142,7.355033023,16.06911369,1.794229503,35.58250857,0,0,3/9/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/5/2018,1.42,214,,,,,
17603,3.274414524,6.95369135,7.37719752,16.6890698,1.751995958,36.04636916,0,0,3/12/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/6/2018,1.42,212,,,,,
17604,3.528912541,6.854878506,7.266649949,21.06363527,1.756948662,40.47102492,0,0,3/13/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/7/2018,1.42,212,,,,,
17605,2.887211635,8.815343692,9.550986292,19.88296116,1.74935127,42.88585405,0,0,3/14/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/8/2018,1.42,209,,,,,
17606,3.359506843,8.502664737,8.92911919,18.784896,1.707359679,41.28354645,0,0,3/15/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/9/2018,1.42,192,,,,,
17609,3.131932375,8.116716159,8.550327012,18.78927875,1.88269601,40.47095031,0,0,3/16/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/12/2018,1.42,204,,,,,
17610,3.187381591,8.563813977,9.123441351,18.80179426,1.656859262,41.33329044,0,0,3/19/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/13/2018,1.42,188,,,,,
17611,3.256137963,8.635549227,9.016325909,27.21619158,1.666060975,49.79026565,0,0,3/20/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/14/2018,1.42,198,,,,,
17612,5.031434034,12.06400983,12.57167751,29.16269593,1.725579728,60.55539703,0,0,3/21/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/15/2018,1.42,171,,,,,
17613,5.036018019,13.16398635,13.78521892,29.35717499,2.494420078,63.83681836,0,0,3/22/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/16/2018,1.43,188,,,,,
17616,5.087418283,13.48344414,14.14746076,29.50992059,2.457660203,64.68590397,0,0,3/23/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/19/2018,1.43,174,,,,,
17617,5.562762622,13.27618111,13.82537921,29.63670775,2.757427744,65.05845844,0,0,3/26/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/20/2018,1.43,178,,,,,
17618,5.661855978,12.99350519,13.9147729,29.76238069,2.722713437,65.05522819,0,0,3/27/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/21/2018,1.43,184,,,,,
17619,3.639987828,15.21901144,16.45523798,34.31898136,3.115041341,72.74825995,150,175,3/28/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/22/2018,1.68,163,,,,,
17623,5.458410654,13.57894068,14.9769392,36.12718847,2.05449062,72.19596963,150,175,3/29/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/23/2018,1.68,158,,,,,
17624,6.014295848,13.92714702,14.99836151,36.3754346,3.034214856,74.34945384,150,175,4/2/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/26/2018,1.68,162,,,,,
17625,5.931909032,11.84232943,12.67520468,32.65372125,3.043304094,66.14646849,150,175,4/3/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/27/2018,1.68,168,,,,,
17626,5.946421815,12.22489605,12.96369962,32.60791014,2.862257674,66.6051853,150,175,4/4/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/28/2018,1.68,169,,,,,
17627,5.263524916,12.33964912,13.0014727,33.05000247,3.017586031,66.67223524,150,175,4/5/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,3/29/2018,1.68,102,1.75,1.5,0,-7,18
17630,5.349907478,12.3987057,12.88555539,33.3317923,2.736342586,66.70230345,150,175,4/6/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/2/2018,1.68,160,1.75,1.5,0,-7,18
17631,5.515204678,12.42570013,12.92001852,33.02247466,2.784489376,66.66788736,150,175,4/9/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/3/2018,1.68,177,1.75,1.5,0,-7,18
17632,5.499181422,12.53744423,13.06656677,33.186705,2.82933559,67.119233,150,175,4/10/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/4/2018,1.69,176,1.75,1.5,0,-6,19
17633,5.437960915,11.85864989,12.28497715,32.90016414,2.523299753,65.00505185,150,175,4/11/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/5/2018,1.69,173,1.75,1.5,0,-6,19
17634,5.19386695,12.50970023,13.07505685,30.64533867,3.003498689,64.42746139,150,175,4/12/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/6/2018,1.69,154,1.75,1.5,0,-6,19
17637,5.923978672,12.84570003,13.69076367,32.35112487,2.64946474,67.46103199,150,175,4/13/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/9/2018,1.69,153,1.75,1.5,0,-6,19
17638,5.335434784,13.26995173,13.74934723,31.57411148,3.069507204,66.99835243,150,175,4/16/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/10/2018,1.69,155,1.75,1.5,0,-6,19
17639,5.362850958,13.19993251,13.71285796,31.45201124,2.4660291,66.19368177,150,175,4/17/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/11/2018,1.69,156,1.75,1.5,0,-6,19
17640,5.508437556,12.59003337,13.20314283,30.81674739,2.352492735,64.47085387,150,175,4/18/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/12/2018,1.69,160,1.75,1.5,0,-6,19
17641,5.756473645,12.56770186,13.10590092,29.71302007,2.812665521,63.95576202,150,175,4/19/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/13/2018,1.69,144,1.75,1.5,0,-6,19
17644,5.561774561,12.41492251,13.13110279,29.33687808,2.686584979,63.13126292,150,175,4/20/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/16/2018,1.69,166,1.75,1.5,0,-6,19
17645,5.555882279,12.62189226,13.24358684,30.03819752,2.547650575,64.00720948,150,175,4/23/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/17/2018,1.69,143,1.75,1.5,0,-6,19
17646,5.498087345,12.6999176,13.39769349,29.56491664,2.419343984,63.57995905,150,175,4/24/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/18/2018,1.69,144,1.75,1.5,0,-6,19
17647,5.858831138,12.4374269,12.98002951,30.00486419,2.736755024,64.01790676,150,175,4/25/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/19/2018,1.69,148,1.75,1.5,0,-6,19
17648,5.866233617,12.60649073,13.2646503,29.75690266,2.915353919,64.40963123,150,175,4/26/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/20/2018,1.69,154,1.75,1.5,0,-6,19
17651,5.882666263,12.79644183,13.70519845,32.92922968,2.833841942,68.14737816,150,175,4/27/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/23/2018,1.69,152,1.75,1.5,0,-6,19
17652,5.472374535,13.00627415,13.78591042,32.01498879,2.763334661,67.04288254,150,175,4/30/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/24/2018,1.69,149,1.75,1.5,0,-6,19
17653,5.817407674,12.96754194,13.66676071,31.1356133,2.984605498,66.57192913,150,175,5/1/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/25/2018,1.69,146,1.75,1.5,0,-6,19
17654,5.892143128,12.85765423,13.44244604,31.13563675,2.818838263,66.14671841,150,175,5/2/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/26/2018,1.69,155,1.75,1.5,0,-6,19
17655,5.887088445,12.55448436,13.23563832,29.80386049,3.026860808,64.50793242,150,175,5/3/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/27/2018,1.69,158,1.75,1.5,0,-6,19
17658,6.290350532,12.21009186,12.80000414,29.31761006,3.027644337,63.64570093,150,175,5/4/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,4/30/2018,1.69,163,1.75,1.5,0,-6,19
17659,6.233113336,12.47114497,13.00119617,29.63679594,3.145105837,64.48735625,150,175,5/7/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/1/2018,1.69,151,1.75,1.5,0,-6,19
17660,6.052128628,12.21911486,13.06662999,30.20350266,2.981930775,64.52330691,150,175,5/8/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/2/2018,1.69,161,1.75,1.5,0,-6,19
17661,6.282941403,12.92815077,13.57386399,29.26495981,3.24268627,65.29260224,150,175,5/9/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/3/2018,1.69,162,1.75,1.5,0,-6,19
17662,6.188438967,12.96856725,13.81252574,29.51802982,3.231268361,65.71883013,150,175,5/10/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/4/2018,1.7,160,1.75,1.5,0,-5,20
17665,5.920350319,12.98300711,13.80034314,30.67596899,3.246401434,66.62607099,150,175,5/11/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/7/2018,1.7,173,1.75,1.5,0,-5,20
17666,5.763294529,13.58166639,14.49721266,33.02389736,2.854801675,69.72087262,150,175,5/14/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/8/2018,1.7,169,1.75,1.5,0,-5,20
17667,5.873071568,12.9210213,13.65862573,31.15840434,3.056479045,66.66760199,150,175,5/15/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/9/2018,1.7,169,1.75,1.5,0,-5,20
17668,5.651931395,13.56198728,14.22152579,30.11799142,3.069828931,66.62326482,150,175,5/16/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/10/2018,1.7,173,1.75,1.5,0,-5,20
17669,5.540275675,13.15402815,14.06475672,29.69372933,2.906216412,65.35900629,150,175,5/17/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/11/2018,1.7,171,1.75,1.5,0,-5,20
17672,5.716547065,12.23033685,13.23249172,28.3683438,2.795802078,62.34352151,150,175,5/18/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/14/2018,1.7,161,1.75,1.5,0,-5,20
17673,6.090142516,11.59613503,12.43261021,26.28596802,2.926840065,59.33169584,150,175,5/21/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/15/2018,1.7,160,1.75,1.5,0,-5,20
17674,6.130018449,11.7413325,12.40944027,26.65387218,3.277429337,60.21209273,150,175,5/22/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/16/2018,1.7,160,1.75,1.5,0,-5,20
17675,5.943831466,13.29058926,13.78580991,30.30623144,3.265450105,66.59191218,150,175,5/23/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/17/2018,1.7,157,1.75,1.5,0,-5,20
17676,5.973567862,13.27185859,13.95651687,29.2929214,3.229667847,65.72453257,150,175,5/24/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/18/2018,1.7,153,1.75,1.5,0,-5,20
17680,5.675754934,13.06687338,13.5120905,29.85542116,3.213822435,65.32396241,150,175,5/25/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/21/2018,1.7,160,1.75,1.5,0,-5,20
17681,5.285764411,13.43914033,13.73667502,29.80732419,3.084639376,65.35354334,150,175,5/29/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/22/2018,1.7,167,1.75,1.5,0,-5,20
17682,5.100546412,14.52807579,15.38744406,35.09616731,2.740066593,72.85230017,150,175,5/30/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/23/2018,1.7,167,1.75,1.5,0,-5,20
17683,5.492080669,15.08032496,15.39785693,33.46213362,2.856927365,72.28932355,150,175,5/31/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/24/2018,1.7,168,1.75,1.5,0,-5,20
17686,5.621322976,14.33012854,14.94907236,33.31538967,3.155405152,71.37131869,150,175,6/1/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/25/2018,1.7,167,1.75,1.5,0,-5,20
17687,5.692361673,13.95425101,14.29183536,30.40185464,3.127296446,67.46759913,150,175,6/4/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/29/2018,1.7,163,1.75,1.5,0,-5,20
17688,5.892202094,13.5187217,13.84548641,29.46621712,3.02277273,65.74540005,150,175,6/5/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/30/2018,1.7,153,1.75,1.5,0,-5,20
17689,5.468032149,13.10443414,13.60489346,29.11339268,3.183038695,64.47379112,150,175,6/6/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,5/31/2018,1.7,155,1.75,1.5,0,-5,20
17690,5.603026702,12.73877425,13.29774326,28.14988794,2.963848636,62.75328078,150,175,6/7/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/1/2018,1.7,162,1.75,1.5,0,-5,20
17693,5.130153113,12.41174922,13.04891288,28.58622682,3.172619583,62.34966162,150,175,6/8/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/4/2018,1.7,168,1.75,1.5,0,-5,20
17694,5.725259364,12.79144917,13.3113152,26.58982692,2.59505377,61.01290442,150,175,6/11/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/5/2018,1.7,168,1.75,1.5,0,-5,20
17695,5.507814788,13.01828086,13.51332853,29.28869406,2.745837058,64.0739553,150,175,6/12/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/6/2018,1.7,176,1.75,1.5,0,-5,20
17696,7.346447013,16.73678401,17.405329,38.11219163,2.731394343,82.33214599,175,200,6/13/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/7/2018,1.7,162,1.75,1.5,0,-5,20
17697,6.782689796,16.88018587,17.88367102,38.44584638,3.675244977,83.66763804,175,200,6/14/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/8/2018,1.7,165,1.75,1.5,0,-5,20
17700,6.325346499,16.74590761,17.37870781,38.70064519,3.24082596,82.39143307,175,200,6/15/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/11/2018,1.7,146,1.75,1.5,0,-5,20
17701,6.376563879,16.53357753,17.1639118,38.08977707,2.888277035,81.05210733,175,200,6/18/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/12/2018,1.7,166,1.75,1.5,0,-5,20
17702,7.022115678,16.44357427,17.25865631,36.68159796,2.864146942,80.27009116,175,200,6/19/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/13/2018,1.7,163,1.75,1.5,0,-5,20
17703,7.702527288,16.19424922,16.92450414,36.38735593,3.135645791,80.34428237,175,200,6/20/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/14/2018,1.9,163,2,1.75,0,-10,15
17704,7.852169608,17.59026376,18.22281219,37.83305284,4.007759665,85.50605807,175,200,6/21/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/15/2018,1.9,148,2,1.75,0,-10,15
17707,7.559256288,17.41972947,18.04240966,37.80512536,3.834439851,84.66096063,175,200,6/22/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/18/2018,1.9,135,2,1.75,0,-10,15
