sdate,EFFR,OBFR,TGCR,BGCR,SOFR,dkindex,TargetDe,TargetUe,Time,,,,,,,,,,,,,,,,,,,,,,,Dgara,,,,,,differences,
18353,3.837999538,10.17253012,18.13232633,19.39740096,53.54512174,105.0853787,0,25,3/31/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/25/2020,0.1,102,0.25,0,0,-15,10
18354,3.817712384,9.792805769,18.59856538,20.04791865,52.86328801,105.1202902,0,25,4/1/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/26/2020,0.1,101,0.25,0,0,-15,10
18355,3.571692143,9.87421673,18.24661774,19.56894381,53.88619005,105.1476605,0,25,4/2/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/27/2020,0.1,94,0.25,0,0,-15,10
18358,3.448530345,9.953527707,18.61648161,19.73513442,53.37542047,105.1290946,0,25,4/3/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/30/2020,0.09,84,0.25,0,0,-16,9
18359,3.51331345,10.22083743,18.90857544,19.91116351,52.53847345,105.0923633,0,25,4/6/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/31/2020,0.08,78,0.25,0,0,-17,8
18360,3.653612157,9.964678752,19.66365998,20.44528126,51.33871617,105.0659483,0,25,4/7/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/1/2020,0.06,92,0.25,0,0,-19,6
18361,3.779911031,4.750898843,20.6512491,21.43128204,54.77097621,105.3843172,0,25,4/8/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/2/2020,0.05,90,0.25,0,0,-20,5
18365,21.28478078,21.10902811,52.38287425,3.79367278,4.68589598,103.2562519,0,25,4/9/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/3/2020,0.05,87,0.25,0,0,-20,5
18366,19.79331521,19.9625731,45.63431113,3.844936284,10.99818443,100.2333202,0,25,4/13/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/6/2020,0.05,84,0.25,0,0,-20,5
18367,19.23104835,19.51581263,50.49834289,3.664530832,9.435221817,102.3449565,0,25,4/14/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/7/2020,0.05,85,0.25,0,0,-20,5
18368,19.37958966,19.60101393,49.58409413,4.05999972,10.09904474,102.7237422,0,25,4/15/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/8/2020,0.05,85,0.25,0,0,-20,5
18369,19.42131421,19.91897434,49.47342008,3.944916173,9.970156903,102.7287817,0,25,4/16/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/9/2020,0.05,83,0.25,0,0,-20,5
18372,20.07851335,20.43327649,48.24070546,4.130996055,10.73700002,103.6204914,0,25,4/17/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/13/2020,0.02,467,0.25,0,0,-23,2
18373,19.95397833,20.33277461,47.88976422,4.244027266,11.66004488,104.0805893,0,25,4/20/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/14/2020,0.05,476,0.25,0,0,-20,5
18374,20.18960061,20.27855813,48.14384837,4.204118012,11.38441549,104.2005406,0,25,4/21/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/15/2020,0.03,461,0.25,0,0,-22,3
18375,20.52526373,20.61083688,47.91857028,4.369294328,10.78122173,104.2051869,0,25,4/22/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/16/2020,0.02,456,0.25,0,0,-23,2
18376,19.72662782,20.06676815,48.11064961,4.267205312,10.34388743,102.5151383,0,25,4/23/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/17/2020,0.02,461,0.25,0,0,-23,2
18379,20.5680134,20.84607978,47.09942943,4.03770009,10.34582723,102.8970499,0,25,4/24/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/20/2020,0.01,460,0.25,0,0,-24,1
18380,20.37096822,20.6963448,48.04863035,4.05005736,11.08602717,104.2520279,0,25,4/27/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/21/2020,0.01,467,0.25,0,0,-24,1
18381,20.75983202,21.06162251,48.56931629,4.054657425,9.813443313,104.2588716,0,25,4/28/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/22/2020,0.01,468,0.25,0,0,-24,1
18382,20.33268924,20.5625731,47.31239276,4.014358651,10.22632489,102.4483386,0,25,4/29/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/23/2020,0.01,471,0.25,0,0,-24,1
18383,20.51044434,20.25165557,49.33058023,3.78134056,8.979263067,102.8532838,0,25,4/30/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/24/2020,0.03,477,0.25,0,0,-22,3
18386,20.29869478,20.06429898,47.82099848,3.758302336,9.178334782,101.1206294,0,25,5/1/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/27/2020,0.02,477,0.25,0,0,-23,2
18387,20.21820229,20.15433002,47.64596692,3.700649826,9.318313944,101.037463,0,25,5/4/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/28/2020,0.01,476,0.25,0,0,-24,1
18388,20.31766295,20.2310078,47.5465839,3.925727769,9.013825683,101.0348081,0,25,5/5/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/29/2020,0.01,470,0.25,0,0,-24,1
18389,19.79084845,20.08945386,47.48614332,3.835504014,9.439375558,100.6413252,0,25,5/6/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,4/30/2020,0.02,479,0.25,0,0,-23,2
18390,19.6157082,20.00486669,47.63427,3.920737437,8.958666617,100.1342489,0,25,5/7/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/1/2020,0.02,472,0.25,0,0,-23,2
18393,19.96703924,20.31324384,47.36355778,3.662773042,8.837525118,100.144139,0,25,5/8/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/4/2020,0.04,479,0.25,0,0,-21,4
18394,19.52813807,19.92027951,47.63427,3.579803747,9.48307637,100.1455677,0,25,5/11/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/5/2020,0.04,474,0.25,0,0,-21,4
18395,20.19489913,20.65370146,47.40142549,3.849777554,9.420671077,101.5204747,0,25,5/12/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/6/2020,0.04,459,0.25,0,0,-21,4
18396,20.41127301,20.54769524,48.6793158,3.903315858,10.09547193,103.6370718,0,25,5/13/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/7/2020,0.05,452,0.25,0,0,-20,5
18397,19.8351233,20.06035473,47.34571113,3.909142523,9.890747535,101.0410792,0,25,5/14/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/8/2020,0.05,448,0.25,0,0,-20,5
18400,19.99145375,20.31104402,47.86824717,3.944966592,9.787065196,101.9027767,0,25,5/15/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/11/2020,0.05,451,0.25,0,0,-20,5
18401,20.13322156,20.3625731,47.76130728,3.692009771,9.965260444,101.9143721,0,25,5/18/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/12/2020,0.05,446,0.25,0,0,-20,5
18402,20.73683481,21.08419643,49.09327536,3.72181055,9.496840998,104.1329581,0,25,5/19/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/13/2020,0.04,445,0.25,0,0,-21,4
18403,20.68792327,21.23544486,48.25976899,3.648033623,9.830563263,103.661734,0,25,5/20/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/14/2020,0.01,441,0.25,0,0,-24,1
18404,20.61056378,20.84739627,47.17570441,3.700827827,9.599044328,101.9335366,0,25,5/21/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/15/2020,0.04,450,0.25,0,0,-21,4
18408,19.95992256,20.47670686,47.25227478,3.483518744,8.976131418,100.1485544,0,25,5/22/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/18/2020,0.03,450,0.25,0,0,-22,3
18409,20.40181586,20.7014392,46.87343414,3.404780995,9.187876893,100.5693471,0,25,5/26/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/19/2020,0.03,453,0.25,0,0,-22,3
18410,20.36553487,20.39871489,46.19489895,3.616504164,9.623328728,100.1989816,0,25,5/27/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/20/2020,0.01,449,0.25,0,0,-24,1
18411,20.17628484,20.53631494,47.64751409,3.211806889,8.563126414,100.1350472,0,25,5/28/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/21/2020,0.01,457,0.25,0,0,-24,1
18414,20.12975621,20.29334569,48.66825371,2.927632561,8.082595465,100.1015836,0,25,5/29/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/22/2020,0.03,452,0.25,0,0,-22,3
18415,20.42845582,20.51453365,47.3273183,3.058976473,8.317251462,99.64653569,0,25,6/1/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/26/2020,0.05,435,0.25,0,0,-20,5
18416,20.67621149,20.85850906,47.12534961,3.16555859,8.21273208,100.0383608,0,25,6/2/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/27/2020,0.04,439,0.25,0,0,-21,4
18417,19.62286146,20.27517342,48.1551563,2.859507732,8.183959165,99.09665808,0,25,6/3/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/28/2020,0.05,433,0.25,0,0,-20,5
18418,20.25335648,20.58601365,47.10454878,2.875995149,8.317724393,99.13763845,0,25,6/4/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,5/29/2020,0.05,428,0.25,0,0,-20,5
18421,20.29095491,20.72338457,47.92975766,2.678169685,7.448279063,99.07054588,0,25,6/5/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/1/2020,0.05,435,0.25,0,0,-20,5
18422,20.13581649,20.66428746,47.39425322,2.811086652,7.498522447,98.50396627,0,25,6/8/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/2/2020,0.05,429,0.25,0,0,-20,5
18423,20.2804011,20.57615916,47.01680482,2.784083713,8.375379529,99.03282832,0,25,6/9/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/3/2020,0.05,428,0.25,0,0,-20,5
18424,20.13836888,20.35794702,47.28209128,2.512875727,8.206688206,98.49797112,0,25,6/10/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/4/2020,0.06,414,0.25,0,0,-19,6
18425,20.12189261,21.19166457,46.28479445,2.658072869,8.265030456,98.52145495,0,25,6/11/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/5/2020,0.06,418,0.25,0,0,-19,6
18428,19.92441332,20.44648281,47.38758515,2.519326121,7.281240382,97.55904778,0,25,6/12/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/8/2020,0.06,416,0.25,0,0,-19,6
18429,20.10610201,20.52085847,46.56232367,2.628228166,7.679741371,97.49725369,0,25,6/15/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/9/2020,0.06,414,0.25,0,0,-19,6
18430,19.655696,20.49457707,46.95374801,2.676130287,7.691375335,97.47152669,0,25,6/16/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/10/2020,0.06,414,0.25,0,0,-19,6
18431,19.51486598,20.04628865,47.46969659,2.709439314,7.713597117,97.45388765,0,25,6/17/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/11/2020,0.06,405,0.25,0,0,-19,6
18432,20.15105342,20.8337419,45.70232144,3.121533321,8.116274816,97.9249249,0,25,6/18/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/12/2020,0.06,397,0.25,0,0,-19,6
18435,19.68314111,19.90440975,47.25029799,3.373209099,8.144864154,98.3559221,0,25,6/19/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/15/2020,0.07,396,0.25,0,0,-18,7
18436,19.99350115,20.41192221,46.29266653,3.551596424,9.063846038,99.31353235,0,25,6/22/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/16/2020,0.07,401,0.25,0,0,-18,7
18437,19.50123841,20.00736915,46.63419506,3.300550805,8.968640595,98.41199402,0,25,6/23/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/17/2020,0.07,399,0.25,0,0,-18,7
18438,19.35347425,20.28544373,46.01253256,3.537767004,8.732894379,97.92211191,0,25,6/24/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/18/2020,0.07,405,0.25,0,0,-18,7
18439,19.67343228,20.19024831,45.52561827,3.879446225,9.171803271,98.44054836,0,25,6/25/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/19/2020,0.06,396,0.25,0,0,-19,6
18442,19.73116255,20.30264342,45.87666027,3.85166205,8.665435223,98.42756351,0,25,6/26/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/22/2020,0.06,402,0.25,0,0,-19,6
18443,19.4343729,20.13073997,45.87152659,3.469131768,8.123031916,97.02880315,0,25,6/29/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/23/2020,0.05,404,0.25,0,0,-20,5
18444,19.41705361,20.49970235,46.76592429,2.82403964,6.945416477,96.45213637,0,25,6/30/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/24/2020,0.06,400,0.25,0,0,-19,6
18445,19.55727262,20.03577996,45.78154599,3.314451337,7.833430548,96.52248046,0,25,7/1/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/25/2020,0.06,386,0.25,0,0,-19,6
18449,75.29082705,4.880749418,6.357586757,4.919595226,6.526057306,97.97481576,0,25,7/2/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/26/2020,0.06,382,0.25,0,0,-19,6
18450,48.49080577,3.023103135,7.819650908,18.67092362,20.23061857,98.235102,0,25,7/6/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/29/2020,0.06,381,0.25,0,0,-19,6
18451,48.00892636,2.893018968,7.570615382,19.1755212,20.60073444,98.24881634,0,25,7/7/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,6/30/2020,0.07,383,0.25,0,0,-18,7
18452,48.76987125,2.849273722,7.359932088,18.88556876,20.39017284,98.25481867,0,25,7/8/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/1/2020,0.07,384,0.25,0,0,-18,7
18453,47.55105191,2.951114954,7.250981664,19.28467344,21.22962433,98.26744629,0,25,7/9/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/2/2020,0.07,375,0.25,0,0,-18,7
18456,48.98777301,2.784390487,6.587095658,19.14038183,20.78545265,98.28509364,0,25,7/10/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/6/2020,0.1,977,0.25,0,0,-15,10
18457,49.04480642,2.682164197,7.124498649,18.71586951,20.19289484,97.76023361,0,25,7/13/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/7/2020,0.1,969,0.25,0,0,-15,10
18458,47.04017387,2.718809636,7.071383135,18.87864591,20.68111692,96.39012947,0,25,7/14/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/8/2020,0.1,954,0.25,0,0,-15,10
18459,47.84143246,2.706127453,7.429055254,18.3555859,19.70906175,96.04126282,0,25,7/15/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/9/2020,0.1,984,0.25,0,0,-15,10
18460,48.26407483,2.644375052,7.279242732,18.75308886,20.20958388,97.15036535,0,25,7/16/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/10/2020,0.1,942,0.25,0,0,-15,10
18463,48.36479394,2.417523383,6.585361447,18.7978969,20.72521666,96.89079233,0,25,7/17/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/13/2020,0.1,960,0.25,0,0,-15,10
18464,48.79304365,2.122307765,6.955441702,18.95311835,20.53893775,97.36284921,0,25,7/20/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/14/2020,0.11,972,0.25,0,0,-14,11
18465,50.11421836,2.062168108,6.840630989,18.66618623,20.59105781,98.27426149,0,25,7/21/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/15/2020,0.13,939,0.25,0,0,-12,13
18466,48.37046952,2.351542913,7.724795016,19.20936833,20.6019654,98.25814118,0,25,7/22/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/16/2020,0.12,957,0.25,0,,-13,12
18467,48.60359579,2.49253032,7.547693375,19.19017471,20.4227346,98.2567288,0,25,7/23/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/17/2020,0.12,988,0.25,0,,-13,12
18470,49.31843522,2.222463375,6.788931091,19.35940315,21.00874691,98.69797974,0,25,7/24/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/20/2020,0.12,975,0.25,0,,-13,12
18471,48.55624346,2.255114691,7.204775123,19.17200965,21.07264978,98.26079271,0,25,7/27/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/21/2020,0.11,963,0.25,0,,-14,11
18472,48.76615516,2.307718632,7.463090663,19.15126423,21.05353224,98.74176093,0,25,7/28/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/22/2020,0.1,1031,0.25,0,,-15,10
18473,48.12910899,2.300312138,7.198164187,19.60070694,21.442951,98.67124325,0,25,7/29/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/23/2020,0.1,942,0.25,0,,-15,10
18474,50.63548904,2.6441835,7.081848046,18.36016635,19.89437135,98.61605828,0,25,7/30/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/24/2020,0.1,950,0.25,0,,-15,10
18477,49.39065068,2.402758882,6.627008474,18.94140547,20.90987038,98.27169389,0,25,7/31/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/27/2020,0.1,973,0.25,0,,-15,10
18478,51.58039462,2.389059358,6.931558144,18.40983982,19.83703829,99.14789023,0,25,8/3/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/28/2020,0.1,955,0.25,0,,-15,10
18479,50.85361828,2.502530812,7.129377228,18.40925771,20.24692982,99.14171385,0,25,8/4/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/29/2020,0.09,948,0.25,0,,-16,9
18480,50.90308678,2.502530812,7.462081499,18.36016635,19.89437135,99.12223678,0,25,8/5/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/30/2020,0.1,928,0.25,0,,-15,10
18481,48.43497656,2.742520903,7.887487313,19.09389952,20.94767622,99.10656052,0,25,8/6/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,7/31/2020,0.1,1034,0.25,0,,-15,10
18484,49.90325682,2.713245753,7.586533902,18.85836425,20.04456035,99.10596107,0,25,8/7/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/3/2020,0.1,991,0.25,0,,-15,10
18485,49.58128038,2.550346066,7.097490562,19.08079429,20.32279684,98.63270813,0,25,8/10/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/4/2020,0.09,1051,0.25,0,,-16,9
18486,49.58921263,2.651421407,7.36424178,18.83704653,20.68767357,99.12959591,0,25,8/11/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/5/2020,0.09,1028,0.25,0,,-16,9
18487,50.84890699,2.699124018,7.162834623,18.41911663,19.99645793,99.12644019,0,25,8/12/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/6/2020,0.09,1029,0.25,0,,-16,9
18488,49.00766904,2.816721734,7.64521383,19.03525711,20.60234725,99.10720896,0,25,8/13/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/7/2020,0.09,944,0.25,0,,-16,9
18491,49.34934323,2.822711572,7.407780483,18.76130091,20.26979646,98.61093266,0,25,8/14/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/10/2020,0.09,948,0.25,0,,-16,9
18492,50.36227054,2.804532088,7.627163394,18.3645991,19.94337773,99.10194284,0,25,8/17/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/11/2020,0.1,956,0.25,0,,-15,10
18493,49.84792237,2.851871192,7.724795016,18.58262837,20.12116073,99.12837769,0,25,8/18/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/12/2020,0.09,964,0.25,0,,-16,9
18494,51.29252925,2.86155829,8.243463964,18.27351076,19.52894918,100.2000114,0,25,8/19/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/13/2020,0.09,989,0.25,0,,-16,9
18495,49.70747102,2.891539163,9.175232198,18.82895679,20.31026009,100.9134593,0,25,8/20/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/14/2020,0.09,930,0.25,0,,-16,9
18498,48.80911544,2.941185777,8.780829545,19.0999142,20.8199585,100.4510035,0,25,8/21/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/17/2020,0.1,944,0.25,0,,-15,10
18499,49.08554329,2.920202942,8.868499415,18.83718229,20.3409117,100.0523396,0,25,8/24/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/18/2020,0.09,977,0.25,0,,-16,9
18500,49.79052809,3.312545376,9.244768548,18.46501061,19.68846615,100.5013188,0,25,8/25/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/19/2020,0.09,961,0.25,0,,-16,9
18501,48.53163103,3.321512671,9.206671345,19.25684398,20.57177887,100.8884379,0,25,8/26/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/20/2020,0.07,983,0.25,0,,-18,7
18502,47.58750078,3.560814349,9.921454756,19.30019078,20.50583767,100.8757983,0,25,8/27/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/21/2020,0.07,959,0.25,0,,-18,7
18505,48.65064873,3.316019467,9.305035005,18.670008,19.95616979,99.897881,0,25,8/28/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/24/2020,0.08,935,0.25,0,,-17,8
18506,49.46219596,3.101855358,8.573420962,18.286605,19.74865822,99.1727355,0,25,8/31/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/25/2020,0.08,931,0.25,0,,-17,8
18507,49.87704818,3.149733648,7.874625588,18.63739651,20.03687683,99.57568076,0,25,9/1/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/26/2020,0.07,938,0.25,0,,-18,7
18508,49.01240859,3.15042303,8.204327363,18.65740212,20.04298185,99.06754294,0,25,9/2/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/27/2020,0.07,898,0.25,0,,-18,7
18509,49.03702211,3.187017173,8.706969377,18.45352637,20.16794371,99.55247874,0,25,9/3/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/28/2020,0.07,881,0.25,0,,-18,7
18513,50.4572401,3.000509057,7.62704399,18.26052445,19.86175675,99.20707435,0,25,9/4/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,8/31/2020,0.09,934,0.25,0,,-16,9
18514,49.3503634,3.200535804,8.181429183,18.34569403,20.10881193,99.18683435,0,25,9/8/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/1/2020,0.09,969,0.25,0,,-16,9
18515,48.9250851,3.013304405,7.813788202,19.02148655,20.43163911,99.20530337,0,25,9/9/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/2/2020,0.09,947,0.25,0,,-16,9
18516,47.93537463,3.287948199,8.53210103,18.92225577,20.49792014,99.17559977,0,25,9/10/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/3/2020,0.1,955,0.25,0,,-15,10
18519,48.24264138,2.746565053,7.921362115,19.34556568,20.9627085,99.21884272,0,25,9/11/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/4/2020,0.09,935,0.25,0,,-16,9
18520,49.56266423,2.934622963,8.084052151,18.38026716,19.72682014,98.68842665,0,25,9/14/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/8/2020,0.09,957,0.25,0,,-16,9
18521,48.70586277,2.903420167,7.782320816,18.90041467,20.33822596,98.63024439,0,25,9/15/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/9/2020,0.09,937,0.25,0,,-16,9
18522,48.56744834,3.236204206,8.437042218,18.61252744,19.82359193,98.67681413,0,25,9/16/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/10/2020,0.09,924,0.25,0,,-16,9
18523,48.13528539,3.782768622,8.762403575,18.55286784,19.90954364,99.14286907,0,25,9/17/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/11/2020,0.09,900,0.25,0,,-16,9
18526,49.81631369,3.497195305,8.401465284,18.36053526,19.48850059,99.56401013,0,25,9/18/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/14/2020,0.09,881,0.25,0,,-16,9
18527,50.39858159,3.241027163,9.123947554,17.84147658,19.91935295,100.5243858,0,25,9/21/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/15/2020,0.1,938,0.25,0,,-15,10
18528,50.84355803,3.324736658,9.329496191,18.03166381,19.84595901,101.3754137,0,25,9/22/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/16/2020,0.1,899,0.25,0,,-15,10
18529,48.91008188,3.52253182,10.53530886,18.13847118,20.07203149,101.1784252,0,25,9/23/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/17/2020,0.1,892,0.25,0,,-15,10
18530,49.1868725,3.64038328,10.27999815,18.06381151,19.50793717,100.6790026,0,25,9/24/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/18/2020,0.09,896,0.25,0,,-16,9
18533,49.62868537,3.491572805,9.612850454,17.82325643,19.43062215,99.98698721,0,25,9/25/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/21/2020,0.08,925,0.25,0,,-17,8
18534,48.77603661,3.524382861,9.882042205,17.99997419,20.28724175,100.4696776,0,25,9/28/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/22/2020,0.07,941,0.25,0,,-18,7
18535,50.92370111,3.192099631,9.789446286,17.59153949,18.84435464,100.3411412,0,25,9/29/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/23/2020,0.06,945,0.25,0,,-19,6
18536,54.23391813,2.386435972,6.439461133,17.99428965,19.10613307,100.1602379,0,25,9/30/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/24/2020,0.07,919,0.25,0,,-18,7
18537,49.19290766,3.154120235,7.962819894,18.34565475,20.81602017,99.47152271,0,25,10/1/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/25/2020,0.08,929,0.25,0,,-17,8
18540,50.94671045,2.830132977,8.079710555,17.86154484,19.85632565,99.57442447,0,25,10/2/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/28/2020,0.08,923,0.25,0,,-17,8
18541,49.62486487,2.995794478,8.252562289,17.7900819,20.02706771,98.69037125,0,25,10/5/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/29/2020,0.07,916,0.25,0,,-18,7
18542,50.0450939,3.183325052,8.929499675,17.71780759,19.27934169,99.15506791,0,25,10/6/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,9/30/2020,0.08,975,0.25,0,,-17,8
18543,50.43931428,3.023474537,8.972252448,17.53763244,19.69855424,99.67122794,0,25,10/7/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,10/1/2020,0.08,1020,0.25,0,,-17,8
18544,49.41762782,2.985821073,9.230628045,18.17514962,19.72201981,99.53124636,0,25,10/8/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,10/2/2020,0.1,927,0.25,0,,-15,10
18548,50.37047772,2.716613416,8.676318659,17.97135778,19.82534071,99.56010829,0,25,10/9/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,10/5/2020,0.09,955,0.25,0,,-16,9
18549,49.02927075,2.885607773,9.251220634,18.32676784,20.05083055,99.54369755,0,25,10/13/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,10/6/2020,0.1,920,0.25,0,,-15,10
18550,50.90417434,2.813428351,8.547847324,17.65176345,19.10498523,99.02219869,0,25,10/14/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,10/7/2020,0.09,925,0.25,0,,-16,9
