,DFEDTARL,,DFEDTARU,,RRPONTSYAWARD,,IORB,,IORR (+IORR 3/1/14-7/28/21,,Date,SOFR,EFFR
"Billions of U.S. Dollars, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",,,
"Weekly, Ending Wednesday",d,"Daily, 7-Day",d,"Daily, 7-Day",d,Daily,d,"Daily, 7-Day",d,"Daily, 7-Day",,,
1984-01-04 to 2023-12-20,12/16/2008,2008-12-16 to 2023-12-21,12/16/2008,2008-12-16 to 2023-12-21,9/23/2013,2013-09-23 to 2023-12-21,7/29/2021,2021-07-29 to 2023-12-22,10/9/2008,2008-10-09 to 2021-07-28,,,
,Federal Funds Target Range - Lower Limit,,Federal Funds Target Range - Upper Limit,,Overnight Reverse Repurchase Agreements Award Rate: Treasury Securities Sold by the Federal Reserve in the Temporary Open Market Operations,,Interest Rate on Reserve Balances,,Interest Rate on Required Reserves (DISCONTINUED),,,,
,Board of Governors of the Federal Reserve System (US),,Board of Governors of the Federal Reserve System (US),,Federal Reserve Bank of New York,,Board of Governors of the Federal Reserve System (US),,Board of Governors of the Federal Reserve System (US),,,,
value,date,value,date,value,date,value,date,value,date,value,,,
29.835,8/13/2017,1,8/13/2017,1.25,3/13/2018,1.25,,,8/13/2017,1.25,4/9/2018,1.75,1.69
27.101,8/14/2017,1,8/14/2017,1.25,3/14/2018,1.25,,,8/14/2017,1.25,4/10/2018,1.75,1.69
27.181,8/15/2017,1,8/15/2017,1.25,3/15/2018,1.25,,,8/15/2017,1.25,4/11/2018,1.76,1.69
27.193,8/16/2017,1,8/16/2017,1.25,3/16/2018,1.25,,,8/16/2017,1.25,4/12/2018,1.73,1.69
27.678,8/17/2017,1,8/17/2017,1.25,3/19/2018,1.25,,,8/17/2017,1.25,4/13/2018,1.72,1.69
30.141,8/18/2017,1,8/18/2017,1.25,3/20/2018,1.25,,,8/18/2017,1.25,4/16/2018,1.77,1.69
29.149,8/19/2017,1,8/19/2017,1.25,3/21/2018,1.25,,,8/19/2017,1.25,4/17/2018,1.76,1.69
30.313,8/20/2017,1,8/20/2017,1.25,3/22/2018,1.5,,,8/20/2017,1.25,4/18/2018,1.75,1.69
30.111,8/21/2017,1,8/21/2017,1.25,3/23/2018,1.5,,,8/21/2017,1.25,4/19/2018,1.73,1.69
26.682,8/22/2017,1,8/22/2017,1.25,3/26/2018,1.5,,,8/22/2017,1.25,4/20/2018,1.72,1.7
26.747,8/23/2017,1,8/23/2017,1.25,3/27/2018,1.5,,,8/23/2017,1.25,4/23/2018,1.7,1.7
26.349,8/24/2017,1,8/24/2017,1.25,3/28/2018,1.5,,,8/24/2017,1.25,4/24/2018,1.71,1.7
27.358,8/25/2017,1,8/25/2017,1.25,3/29/2018,#N/A,,,8/25/2017,1.25,4/25/2018,1.71,1.7
26.302,8/26/2017,1,8/26/2017,1.25,3/30/2018,#N/A,,,8/26/2017,1.25,4/26/2018,1.72,1.7
27.349,8/27/2017,1,8/27/2017,1.25,4/2/2018,1.5,,,8/27/2017,1.25,4/27/2018,1.72,1.7
26.106,8/28/2017,1,8/28/2017,1.25,4/3/2018,1.5,,,8/28/2017,1.25,4/30/2018,1.77,1.69
26.844,8/29/2017,1,8/29/2017,1.25,4/4/2018,1.5,,,8/29/2017,1.25,5/1/2018,1.76,1.7
24.817,8/30/2017,1,8/30/2017,1.25,4/5/2018,1.5,,,8/30/2017,1.25,5/2/2018,1.75,1.7
27.673,8/31/2017,1,8/31/2017,1.25,4/6/2018,1.5,,,8/31/2017,1.25,5/3/2018,1.74,1.7
26.689,9/1/2017,1,9/1/2017,1.25,4/9/2018,1.5,,,9/1/2017,1.25,5/4/2018,1.72,1.7
26.999,9/2/2017,1,9/2/2017,1.25,4/10/2018,1.5,,,9/2/2017,1.25,5/7/2018,1.71,1.7
23.365,9/3/2017,1,9/3/2017,1.25,4/11/2018,1.5,,,9/3/2017,1.25,5/8/2018,1.72,1.7
26.108,9/4/2017,1,9/4/2017,1.25,4/12/2018,1.5,,,9/4/2017,1.25,5/9/2018,1.72,1.7
26.761,9/5/2017,1,9/5/2017,1.25,4/13/2018,1.5,,,9/5/2017,1.25,5/10/2018,1.73,1.7
24.452,9/6/2017,1,9/6/2017,1.25,4/16/2018,1.5,,,9/6/2017,1.25,5/11/2018,1.73,1.7
24.927,9/7/2017,1,9/7/2017,1.25,4/17/2018,1.5,,,9/7/2017,1.25,5/14/2018,1.75,1.7
25.297,9/8/2017,1,9/8/2017,1.25,4/18/2018,1.5,,,9/8/2017,1.25,5/15/2018,1.79,1.7
25.704,9/9/2017,1,9/9/2017,1.25,4/19/2018,1.5,,,9/9/2017,1.25,5/16/2018,1.75,1.7
25.741,9/10/2017,1,9/10/2017,1.25,4/20/2018,1.5,,,9/10/2017,1.25,5/17/2018,1.74,1.7
24.404,9/11/2017,1,9/11/2017,1.25,4/23/2018,1.5,,,9/11/2017,1.25,5/18/2018,1.73,1.7
24.89,9/12/2017,1,9/12/2017,1.25,4/24/2018,1.5,,,9/12/2017,1.25,5/21/2018,1.69,1.7
24.546,9/13/2017,1,9/13/2017,1.25,4/25/2018,1.5,,,9/13/2017,1.25,5/22/2018,1.65,1.7
25.158,9/14/2017,1,9/14/2017,1.25,4/26/2018,1.5,,,9/14/2017,1.25,5/23/2018,1.67,1.7
24.565,9/15/2017,1,9/15/2017,1.25,4/27/2018,1.5,,,9/15/2017,1.25,5/24/2018,1.74,1.7
25.492,9/16/2017,1,9/16/2017,1.25,4/30/2018,1.5,,,9/16/2017,1.25,5/25/2018,1.73,1.7
24.617,9/17/2017,1,9/17/2017,1.25,5/1/2018,1.5,,,9/17/2017,1.25,5/29/2018,1.72,1.7
22.926,9/18/2017,1,9/18/2017,1.25,5/2/2018,1.5,,,9/18/2017,1.25,5/30/2018,1.72,1.7
24.701,9/19/2017,1,9/19/2017,1.25,5/3/2018,1.5,,,9/19/2017,1.25,5/31/2018,1.81,1.7
26.049,9/20/2017,1,9/20/2017,1.25,5/4/2018,1.5,,,9/20/2017,1.25,6/1/2018,1.81,1.7
23.939,9/21/2017,1,9/21/2017,1.25,5/7/2018,1.5,,,9/21/2017,1.25,6/4/2018,1.8,1.7
25.357,9/22/2017,1,9/22/2017,1.25,5/8/2018,1.5,,,9/22/2017,1.25,6/5/2018,1.75,1.7
23.569,9/23/2017,1,9/23/2017,1.25,5/9/2018,1.5,,,9/23/2017,1.25,6/6/2018,1.73,1.7
25.034,9/24/2017,1,9/24/2017,1.25,5/10/2018,1.5,,,9/24/2017,1.25,6/7/2018,1.71,1.7
25.266,9/25/2017,1,9/25/2017,1.25,5/11/2018,1.5,,,9/25/2017,1.25,6/8/2018,1.69,1.7
25.09,9/26/2017,1,9/26/2017,1.25,5/14/2018,1.5,,,9/26/2017,1.25,6/11/2018,1.69,1.7
23.444,9/27/2017,1,9/27/2017,1.25,5/15/2018,1.5,,,9/27/2017,1.25,6/12/2018,1.67,1.7
24.437,9/28/2017,1,9/28/2017,1.25,5/16/2018,1.5,,,9/28/2017,1.25,6/13/2018,1.71,1.7
19.804,9/29/2017,1,9/29/2017,1.25,5/17/2018,1.5,,,9/29/2017,1.25,6/14/2018,1.9,1.9
19.404,9/30/2017,1,9/30/2017,1.25,5/18/2018,1.5,,,9/30/2017,1.25,6/15/2018,1.91,1.9
20.24,10/1/2017,1,10/1/2017,1.25,5/21/2018,1.5,,,10/1/2017,1.25,6/18/2018,1.9,1.9
21.838,10/2/2017,1,10/2/2017,1.25,5/22/2018,1.5,,,10/2/2017,1.25,6/19/2018,1.88,1.91
22.217,10/3/2017,1,10/3/2017,1.25,5/23/2018,1.5,,,10/3/2017,1.25,6/20/2018,1.87,1.92
23.218,10/4/2017,1,10/4/2017,1.25,5/24/2018,1.5,,,10/4/2017,1.25,6/21/2018,1.87,1.92
22.666,10/5/2017,1,10/5/2017,1.25,5/25/2018,1.5,,,10/5/2017,1.25,6/22/2018,1.92,1.92
22.036,10/6/2017,1,10/6/2017,1.25,5/28/2018,#N/A,,,10/6/2017,1.25,6/25/2018,1.91,1.92
20.989,10/7/2017,1,10/7/2017,1.25,5/29/2018,1.5,,,10/7/2017,1.25,6/26/2018,1.9,1.92
24.757,10/8/2017,1,10/8/2017,1.25,5/30/2018,1.5,,,10/8/2017,1.25,6/27/2018,1.9,1.91
24.181,10/9/2017,1,10/9/2017,1.25,5/31/2018,1.5,,,10/9/2017,1.25,6/28/2018,1.93,1.91
22.652,10/10/2017,1,10/10/2017,1.25,6/1/2018,1.5,,,10/10/2017,1.25,6/29/2018,2.12,1.91
24.389,10/11/2017,1,10/11/2017,1.25,6/4/2018,1.5,,,10/11/2017,1.25,7/2/2018,2.04,1.91
26.718,10/12/2017,1,10/12/2017,1.25,6/5/2018,1.5,,,10/12/2017,1.25,7/3/2018,2,1.91
21.236,10/13/2017,1,10/13/2017,1.25,6/6/2018,1.5,,,10/13/2017,1.25,7/5/2018,1.97,1.91
22.762,10/14/2017,1,10/14/2017,1.25,6/7/2018,1.5,,,10/14/2017,1.25,7/6/2018,1.93,1.91
20.9,10/15/2017,1,10/15/2017,1.25,6/8/2018,1.5,,,10/15/2017,1.25,7/9/2018,1.89,1.91
21.893,10/16/2017,1,10/16/2017,1.25,6/11/2018,1.5,,,10/16/2017,1.25,7/10/2018,1.89,1.91
20.762,10/17/2017,1,10/17/2017,1.25,6/12/2018,1.5,,,10/17/2017,1.25,7/11/2018,1.89,1.91
20.999,10/18/2017,1,10/18/2017,1.25,6/13/2018,1.5,,,10/18/2017,1.25,7/12/2018,1.9,1.91
20.925,10/19/2017,1,10/19/2017,1.25,6/14/2018,1.75,,,10/19/2017,1.25,7/13/2018,1.9,1.91
22.024,10/20/2017,1,10/20/2017,1.25,6/15/2018,1.75,,,10/20/2017,1.25,7/16/2018,1.95,1.91
20.559,10/21/2017,1,10/21/2017,1.25,6/18/2018,1.75,,,10/21/2017,1.25,7/17/2018,1.92,1.91
20.545,10/22/2017,1,10/22/2017,1.25,6/19/2018,1.75,,,10/22/2017,1.25,7/18/2018,1.9,1.91
21.549,10/23/2017,1,10/23/2017,1.25,6/20/2018,1.75,,,10/23/2017,1.25,7/19/2018,1.9,1.91
21.918,10/24/2017,1,10/24/2017,1.25,6/21/2018,1.75,,,10/24/2017,1.25,7/20/2018,1.88,1.91
18.958,10/25/2017,1,10/25/2017,1.25,6/22/2018,1.75,,,10/25/2017,1.25,7/23/2018,1.87,1.91
20.889,10/26/2017,1,10/26/2017,1.25,6/25/2018,1.75,,,10/26/2017,1.25,7/24/2018,1.9,1.91
20.577,10/27/2017,1,10/27/2017,1.25,6/26/2018,1.75,,,10/27/2017,1.25,7/25/2018,1.87,1.91
21.021,10/28/2017,1,10/28/2017,1.25,6/27/2018,1.75,,,10/28/2017,1.25,7/26/2018,1.9,1.91
19.837,10/29/2017,1,10/29/2017,1.25,6/28/2018,1.75,,,10/29/2017,1.25,7/27/2018,1.88,1.91
20.947,10/30/2017,1,10/30/2017,1.25,6/29/2018,1.75,,,10/30/2017,1.25,7/30/2018,1.88,1.91
20.42,10/31/2017,1,10/31/2017,1.25,7/2/2018,1.75,,,10/31/2017,1.25,7/31/2018,1.93,1.91
21.653,11/1/2017,1,11/1/2017,1.25,7/3/2018,1.75,,,11/1/2017,1.25,8/1/2018,1.88,1.91
20.024,11/2/2017,1,11/2/2017,1.25,7/4/2018,#N/A,,,11/2/2017,1.25,8/2/2018,1.91,1.91
20.368,11/3/2017,1,11/3/2017,1.25,7/5/2018,1.75,,,11/3/2017,1.25,8/3/2018,1.86,1.91
19.807,11/4/2017,1,11/4/2017,1.25,7/6/2018,1.75,,,11/4/2017,1.25,8/6/2018,1.86,1.91
19.959,11/5/2017,1,11/5/2017,1.25,7/9/2018,1.75,,,11/5/2017,1.25,8/7/2018,1.87,1.91
20.748,11/6/2017,1,11/6/2017,1.25,7/10/2018,1.75,,,11/6/2017,1.25,8/8/2018,1.88,1.91
20.239,11/7/2017,1,11/7/2017,1.25,7/11/2018,1.75,,,11/7/2017,1.25,8/9/2018,1.91,1.91
19.427,11/8/2017,1,11/8/2017,1.25,7/12/2018,1.75,,,11/8/2017,1.25,8/10/2018,1.9,1.91
19.159,11/9/2017,1,11/9/2017,1.25,7/13/2018,1.75,,,11/9/2017,1.25,8/13/2018,1.91,1.91
19.85,11/10/2017,1,11/10/2017,1.25,7/16/2018,1.75,,,11/10/2017,1.25,8/14/2018,1.93,1.91
20.702,11/11/2017,1,11/11/2017,1.25,7/17/2018,1.75,,,11/11/2017,1.25,8/15/2018,1.98,1.91
19.953,11/12/2017,1,11/12/2017,1.25,7/18/2018,1.75,,,11/12/2017,1.25,8/16/2018,1.99,1.92
20.931,11/13/2017,1,11/13/2017,1.25,7/19/2018,1.75,,,11/13/2017,1.25,8/17/2018,1.9,1.92
18.676,11/14/2017,1,11/14/2017,1.25,7/20/2018,1.75,,,11/14/2017,1.25,8/20/2018,1.9,1.92
20.464,11/15/2017,1,11/15/2017,1.25,7/23/2018,1.75,,,11/15/2017,1.25,8/21/2018,1.9,1.92
20.13,11/16/2017,1,11/16/2017,1.25,7/24/2018,1.75,,,11/16/2017,1.25,8/22/2018,1.9,1.92
22.993,11/17/2017,1,11/17/2017,1.25,7/25/2018,1.75,,,11/17/2017,1.25,8/23/2018,1.94,1.92
21.004,11/18/2017,1,11/18/2017,1.25,7/26/2018,1.75,,,11/18/2017,1.25,8/24/2018,1.95,1.92
18.001,11/19/2017,1,11/19/2017,1.25,7/27/2018,1.75,,,11/19/2017,1.25,8/27/2018,1.95,1.92
14.738,11/20/2017,1,11/20/2017,1.25,7/30/2018,1.75,,,11/20/2017,1.25,8/28/2018,1.95,1.92
15.685,11/21/2017,1,11/21/2017,1.25,7/31/2018,1.75,,,11/21/2017,1.25,8/29/2018,1.93,1.92
15.392,11/22/2017,1,11/22/2017,1.25,8/1/2018,1.75,,,11/22/2017,1.25,8/30/2018,1.93,1.92
15.71,11/23/2017,1,11/23/2017,1.25,8/2/2018,1.75,,,11/23/2017,1.25,8/31/2018,1.97,1.91
16.421,11/24/2017,1,11/24/2017,1.25,8/3/2018,1.75,,,11/24/2017,1.25,9/4/2018,1.95,1.92
19.472,11/25/2017,1,11/25/2017,1.25,8/6/2018,1.75,,,11/25/2017,1.25,9/5/2018,1.95,1.92
18.156,11/26/2017,1,11/26/2017,1.25,8/7/2018,1.75,,,11/26/2017,1.25,9/6/2018,1.94,1.92
18.237,11/27/2017,1,11/27/2017,1.25,8/8/2018,1.75,,,11/27/2017,1.25,9/7/2018,1.94,1.92
17.637,11/28/2017,1,11/28/2017,1.25,8/9/2018,1.75,,,11/28/2017,1.25,9/10/2018,1.94,1.92
19.357,11/29/2017,1,11/29/2017,1.25,8/10/2018,1.75,,,11/29/2017,1.25,9/11/2018,1.94,1.92
18.558,11/30/2017,1,11/30/2017,1.25,8/13/2018,1.75,,,11/30/2017,1.25,9/12/2018,1.94,1.92
19.014,12/1/2017,1,12/1/2017,1.25,8/14/2018,1.75,,,12/1/2017,1.25,9/13/2018,1.94,1.92
19.048,12/2/2017,1,12/2/2017,1.25,8/15/2018,1.75,,,12/2/2017,1.25,9/14/2018,1.95,1.92
21.633,12/3/2017,1,12/3/2017,1.25,8/16/2018,1.75,,,12/3/2017,1.25,9/17/2018,2,1.92
15.048,12/4/2017,1,12/4/2017,1.25,8/17/2018,1.75,,,12/4/2017,1.25,9/18/2018,1.94,1.92
18.721,12/5/2017,1,12/5/2017,1.25,8/20/2018,1.75,,,12/5/2017,1.25,9/19/2018,1.92,1.92
15.961,12/6/2017,1,12/6/2017,1.25,8/21/2018,1.75,,,12/6/2017,1.25,9/20/2018,1.92,1.92
17.932,12/7/2017,1,12/7/2017,1.25,8/22/2018,1.75,,,12/7/2017,1.25,9/21/2018,1.92,1.92
14.176,12/8/2017,1,12/8/2017,1.25,8/23/2018,1.75,,,12/8/2017,1.25,9/24/2018,1.95,1.93
18.515,12/9/2017,1,12/9/2017,1.25,8/24/2018,1.75,,,12/9/2017,1.25,9/25/2018,1.93,1.93
14.016,12/10/2017,1,12/10/2017,1.25,8/27/2018,1.75,,,12/10/2017,1.25,9/26/2018,1.92,1.93
19.117,12/11/2017,1,12/11/2017,1.25,8/28/2018,1.75,,,12/11/2017,1.25,9/27/2018,2.16,2.18
15.649,12/12/2017,1,12/12/2017,1.25,8/29/2018,1.75,,,12/12/2017,1.25,9/28/2018,2.25,2.18
17.842,12/13/2017,1,12/13/2017,1.25,8/30/2018,1.75,,,12/13/2017,1.25,10/1/2018,2.22,2.18
15.608,12/14/2017,1.25,12/14/2017,1.5,8/31/2018,1.75,,,12/14/2017,1.5,10/2/2018,2.2,2.18
16.494,12/15/2017,1.25,12/15/2017,1.5,9/3/2018,#N/A,,,12/15/2017,1.5,10/3/2018,2.2,2.18
11.994,12/16/2017,1.25,12/16/2017,1.5,9/4/2018,1.75,,,12/16/2017,1.5,10/4/2018,2.18,2.18
16.92,12/17/2017,1.25,12/17/2017,1.5,9/5/2018,1.75,,,12/17/2017,1.5,10/5/2018,2.16,2.18
15.969,12/18/2017,1.25,12/18/2017,1.5,9/6/2018,1.75,,,12/18/2017,1.5,10/9/2018,2.15,2.18
13.917,12/19/2017,1.25,12/19/2017,1.5,9/7/2018,1.75,,,12/19/2017,1.5,10/10/2018,2.15,2.18
14.33,12/20/2017,1.25,12/20/2017,1.5,9/10/2018,1.75,,,12/20/2017,1.5,10/11/2018,2.17,2.18
14.897,12/21/2017,1.25,12/21/2017,1.5,9/11/2018,1.75,,,12/21/2017,1.5,10/12/2018,2.18,2.18
14.767,12/22/2017,1.25,12/22/2017,1.5,9/12/2018,1.75,,,12/22/2017,1.5,10/15/2018,2.21,2.18
14.486,12/23/2017,1.25,12/23/2017,1.5,9/13/2018,1.75,,,12/23/2017,1.5,10/16/2018,2.18,2.18
12.873,12/24/2017,1.25,12/24/2017,1.5,9/14/2018,1.75,,,12/24/2017,1.5,10/17/2018,2.18,2.19
13.735,12/25/2017,1.25,12/25/2017,1.5,9/17/2018,1.75,,,12/25/2017,1.5,10/18/2018,2.19,2.19
12.87,12/26/2017,1.25,12/26/2017,1.5,9/18/2018,1.75,,,12/26/2017,1.5,10/19/2018,2.19,2.19
12.492,12/27/2017,1.25,12/27/2017,1.5,9/19/2018,1.75,,,12/27/2017,1.5,10/22/2018,2.18,2.19
13.212,12/28/2017,1.25,12/28/2017,1.5,9/20/2018,1.75,,,12/28/2017,1.5,10/23/2018,2.17,2.2
13.075,12/29/2017,1.25,12/29/2017,1.5,9/21/2018,1.75,,,12/29/2017,1.5,10/24/2018,2.18,2.2
11.637,12/30/2017,1.25,12/30/2017,1.5,9/24/2018,1.75,,,12/30/2017,1.5,10/25/2018,2.19,2.2
13.065,12/31/2017,1.25,12/31/2017,1.5,9/25/2018,1.75,,,12/31/2017,1.5,10/26/2018,2.19,2.2
12.267,1/1/2018,1.25,1/1/2018,1.5,9/26/2018,1.75,,,1/1/2018,1.5,10/29/2018,2.18,2.2
13.55,1/2/2018,1.25,1/2/2018,1.5,9/27/2018,2,,,1/2/2018,1.5,10/30/2018,2.18,2.2
11.273,1/3/2018,1.25,1/3/2018,1.5,9/28/2018,2,,,1/3/2018,1.5,10/31/2018,2.22,2.2
15.104,1/4/2018,1.25,1/4/2018,1.5,10/1/2018,2,,,1/4/2018,1.5,11/1/2018,2.22,2.2
11.71,1/5/2018,1.25,1/5/2018,1.5,10/2/2018,2,,,1/5/2018,1.5,11/2/2018,2.25,2.19
14.006,1/6/2018,1.25,1/6/2018,1.5,10/3/2018,2,,,1/6/2018,1.5,11/5/2018,2.24,2.2
13.033,1/7/2018,1.25,1/7/2018,1.5,10/4/2018,2,,,1/7/2018,1.5,11/6/2018,2.22,2.2
15.102,1/8/2018,1.25,1/8/2018,1.5,10/5/2018,2,,,1/8/2018,1.5,11/7/2018,2.18,2.2
12.669,1/9/2018,1.25,1/9/2018,1.5,10/8/2018,#N/A,,,1/9/2018,1.5,11/8/2018,2.21,2.2
13.48,1/10/2018,1.25,1/10/2018,1.5,10/9/2018,2,,,1/10/2018,1.5,11/9/2018,2.2,2.19
8.855,1/11/2018,1.25,1/11/2018,1.5,10/10/2018,2,,,1/11/2018,1.5,11/13/2018,2.2,2.2
11.725,1/12/2018,1.25,1/12/2018,1.5,10/11/2018,2,,,1/12/2018,1.5,11/14/2018,2.2,2.2
11.106,1/13/2018,1.25,1/13/2018,1.5,10/12/2018,2,,,1/13/2018,1.5,11/15/2018,2.28,2.2
11.009,1/14/2018,1.25,1/14/2018,1.5,10/15/2018,2,,,1/14/2018,1.5,11/16/2018,2.26,2.2
10.698,1/15/2018,1.25,1/15/2018,1.5,10/16/2018,2,,,1/15/2018,1.5,11/19/2018,2.24,2.2
12.944,1/16/2018,1.25,1/16/2018,1.5,10/17/2018,2,,,1/16/2018,1.5,11/20/2018,2.2,2.2
11.04,1/17/2018,1.25,1/17/2018,1.5,10/18/2018,2,,,1/17/2018,1.5,11/21/2018,2.18,2.2
11.646,1/18/2018,1.25,1/18/2018,1.5,10/19/2018,2,,,1/18/2018,1.5,11/23/2018,2.23,2.2
10.051,1/19/2018,1.25,1/19/2018,1.5,10/22/2018,2,,,1/19/2018,1.5,11/26/2018,2.2,2.2
12.515,1/20/2018,1.25,1/20/2018,1.5,10/23/2018,2,,,1/20/2018,1.5,11/27/2018,2.19,2.2
11.452,1/21/2018,1.25,1/21/2018,1.5,10/24/2018,2,,,1/21/2018,1.5,11/28/2018,2.19,2.2
13.789,1/22/2018,1.25,1/22/2018,1.5,10/25/2018,2,,,1/22/2018,1.5,11/29/2018,2.24,2.2
11.152,1/23/2018,1.25,1/23/2018,1.5,10/26/2018,2,,,1/23/2018,1.5,11/30/2018,2.28,2.2
13.887,1/24/2018,1.25,1/24/2018,1.5,10/29/2018,2,,,1/24/2018,1.5,12/3/2018,2.23,2.19
10.19,1/25/2018,1.25,1/25/2018,1.5,10/30/2018,2,,,1/25/2018,1.5,12/4/2018,2.27,2.2
12.803,1/26/2018,1.25,1/26/2018,1.5,10/31/2018,2,,,1/26/2018,1.5,12/5/2018,NA,2.2
9.827,1/27/2018,1.25,1/27/2018,1.5,11/1/2018,2,,,1/27/2018,1.5,12/6/2018,2.34,2.2
11.288,1/28/2018,1.25,1/28/2018,1.5,11/2/2018,2,,,1/28/2018,1.5,12/7/2018,2.3,2.19
9.379,1/29/2018,1.25,1/29/2018,1.5,11/5/2018,2,,,1/29/2018,1.5,12/10/2018,2.22,2.2
12.762,1/30/2018,1.25,1/30/2018,1.5,11/6/2018,2,,,1/30/2018,1.5,12/11/2018,2.19,2.19
8.373,1/31/2018,1.25,1/31/2018,1.5,11/7/2018,2,,,1/31/2018,1.5,12/12/2018,2.2,2.19
11.168,2/1/2018,1.25,2/1/2018,1.5,11/8/2018,2,,,2/1/2018,1.5,12/13/2018,2.21,2.19
9.319,2/2/2018,1.25,2/2/2018,1.5,11/9/2018,2,,,2/2/2018,1.5,12/14/2018,2.21,2.19
12.195,2/3/2018,1.25,2/3/2018,1.5,11/12/2018,#N/A,,,2/3/2018,1.5,12/17/2018,2.31,2.2
10.155,2/4/2018,1.25,2/4/2018,1.5,11/13/2018,2,,,2/4/2018,1.5,12/18/2018,2.32,2.2
11.026,2/5/2018,1.25,2/5/2018,1.5,11/14/2018,2,,,2/5/2018,1.5,12/19/2018,2.3,2.2
8.128,2/6/2018,1.25,2/6/2018,1.5,11/15/2018,2,,,2/6/2018,1.5,12/20/2018,2.41,2.4
9.945,2/7/2018,1.25,2/7/2018,1.5,11/16/2018,2,,,2/7/2018,1.5,12/21/2018,2.4,2.4
9.834,2/8/2018,1.25,2/8/2018,1.5,11/19/2018,2,,,2/8/2018,1.5,12/24/2018,2.41,2.4
10.618,2/9/2018,1.25,2/9/2018,1.5,11/20/2018,2,,,2/9/2018,1.5,12/26/2018,2.44,2.4
10.22,2/10/2018,1.25,2/10/2018,1.5,11/21/2018,2,,,2/10/2018,1.5,12/27/2018,2.44,2.4
11.213,2/11/2018,1.25,2/11/2018,1.5,11/22/2018,#N/A,,,2/11/2018,1.5,12/28/2018,2.46,2.4
10.682,2/12/2018,1.25,2/12/2018,1.5,11/23/2018,2,,,2/12/2018,1.5,12/31/2018,3,2.4
10.184,2/13/2018,1.25,2/13/2018,1.5,11/26/2018,2,,,2/13/2018,1.5,1/2/2019,3.15,2.4
8.14,2/14/2018,1.25,2/14/2018,1.5,11/27/2018,2,,,2/14/2018,1.5,1/3/2019,2.7,2.4
10.241,2/15/2018,1.25,2/15/2018,1.5,11/28/2018,2,,,2/15/2018,1.5,1/4/2019,2.45,2.4
11.102,2/16/2018,1.25,2/16/2018,1.5,11/29/2018,2,,,2/16/2018,1.5,1/7/2019,2.41,2.4
8.677,2/17/2018,1.25,2/17/2018,1.5,11/30/2018,2,,,2/17/2018,1.5,1/8/2019,2.42,2.4
9.231,2/18/2018,1.25,2/18/2018,1.5,12/3/2018,2,,,2/18/2018,1.5,1/9/2019,2.45,2.4
10.272,2/19/2018,1.25,2/19/2018,1.5,12/4/2018,#N/A,,,2/19/2018,1.5,1/10/2019,2.43,2.4
9.116,2/20/2018,1.25,2/20/2018,1.5,12/5/2018,#N/A,,,2/20/2018,1.5,1/11/2019,2.41,2.4
11.793,2/21/2018,1.25,2/21/2018,1.5,12/6/2018,2,,,2/21/2018,1.5,1/14/2019,2.4,2.4
10.008,2/22/2018,1.25,2/22/2018,1.5,12/7/2018,2,,,2/22/2018,1.5,1/15/2019,2.46,2.4
10.457,2/23/2018,1.25,2/23/2018,1.5,12/10/2018,2,,,2/23/2018,1.5,1/16/2019,2.43,2.4
9.346,2/24/2018,1.25,2/24/2018,1.5,12/11/2018,2,,,2/24/2018,1.5,1/17/2019,2.41,2.4
12.677,2/25/2018,1.25,2/25/2018,1.5,12/12/2018,2,,,2/25/2018,1.5,1/18/2019,2.42,2.4
10.031,2/26/2018,1.25,2/26/2018,1.5,12/13/2018,2,,,2/26/2018,1.5,1/22/2019,2.41,2.4
9.355,2/27/2018,1.25,2/27/2018,1.5,12/14/2018,2,,,2/27/2018,1.5,1/23/2019,2.4,2.4
11.33,2/28/2018,1.25,2/28/2018,1.5,12/17/2018,2,,,2/28/2018,1.5,1/24/2019,2.41,2.4
11.824,3/1/2018,1.25,3/1/2018,1.5,12/18/2018,2,,,3/1/2018,1.5,1/25/2019,2.4,2.4
13.329,3/2/2018,1.25,3/2/2018,1.5,12/19/2018,2,,,3/2/2018,1.5,1/28/2019,2.39,2.4
9.761,3/3/2018,1.25,3/3/2018,1.5,12/20/2018,2.25,,,3/3/2018,1.5,1/29/2019,2.4,2.4
6.41,3/4/2018,1.25,3/4/2018,1.5,12/21/2018,2.25,,,3/4/2018,1.5,1/30/2019,2.39,2.4
9.759,3/5/2018,1.25,3/5/2018,1.5,12/24/2018,2.25,,,3/5/2018,1.5,1/31/2019,2.58,2.4
10.003,3/6/2018,1.25,3/6/2018,1.5,12/25/2018,#N/A,,,3/6/2018,1.5,2/1/2019,2.47,2.4
7.504,3/7/2018,1.25,3/7/2018,1.5,12/26/2018,2.25,,,3/7/2018,1.5,2/4/2019,2.4,2.4
8.57,3/8/2018,1.25,3/8/2018,1.5,12/27/2018,2.25,,,3/8/2018,1.5,2/5/2019,2.4,2.4
10.977,3/9/2018,1.25,3/9/2018,1.5,12/28/2018,2.25,,,3/9/2018,1.5,2/6/2019,2.38,2.4
9.981,3/10/2018,1.25,3/10/2018,1.5,12/31/2018,2.25,,,3/10/2018,1.5,2/7/2019,2.38,2.4
