,DFEDTARL,,DFEDTARU,,RRPONTSYAWARD,,IORB,,IORR (+IORR 3/1/14-7/28/21,,Date,SOFR,EFFR
"Billions of U.S. Dollars, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",,,
"Weekly, Ending Wednesday",d,"Daily, 7-Day",d,"Daily, 7-Day",d,Daily,d,"Daily, 7-Day",d,"Daily, 7-Day",,,
1984-01-04 to 2023-12-20,12/16/2008,2008-12-16 to 2023-12-21,12/16/2008,2008-12-16 to 2023-12-21,9/23/2013,2013-09-23 to 2023-12-21,7/29/2021,2021-07-29 to 2023-12-22,10/9/2008,2008-10-09 to 2021-07-28,,,
,Federal Funds Target Range - Lower Limit,,Federal Funds Target Range - Upper Limit,,Overnight Reverse Repurchase Agreements Award Rate: Treasury Securities Sold by the Federal Reserve in the Temporary Open Market Operations,,Interest Rate on Reserve Balances,,Interest Rate on Required Reserves (DISCONTINUED),,,,
,Board of Governors of the Federal Reserve System (US),,Board of Governors of the Federal Reserve System (US),,Federal Reserve Bank of New York,,Board of Governors of the Federal Reserve System (US),,Board of Governors of the Federal Reserve System (US),,,,
value,date,value,date,value,date,value,date,value,date,value,,,
2466.785,6/8/2020,0,6/8/2020,0.25,2/22/2022,0.05,,,6/8/2020,0.1,5/11/2022,0.78,0.83
2492.609,6/9/2020,0,6/9/2020,0.25,2/23/2022,0.05,,,6/9/2020,0.1,5/12/2022,0.79,0.83
2524.024,6/10/2020,0,6/10/2020,0.25,2/24/2022,0.05,,,6/10/2020,0.1,5/13/2022,0.79,0.83
2521.3,6/11/2020,0,6/11/2020,0.25,2/25/2022,0.05,,,6/11/2020,0.1,5/16/2022,0.8,0.83
2474.155,6/12/2020,0,6/12/2020,0.25,2/28/2022,0.05,,,6/12/2020,0.1,5/17/2022,0.8,0.83
2374.633,6/13/2020,0,6/13/2020,0.25,3/1/2022,0.05,,,6/13/2020,0.1,5/18/2022,0.79,0.83
2453.039,6/14/2020,0,6/14/2020,0.25,3/2/2022,0.05,,,6/14/2020,0.1,5/19/2022,0.79,0.83
2527.883,6/15/2020,0,6/15/2020,0.25,3/3/2022,0.05,,,6/15/2020,0.1,5/20/2022,0.78,0.83
2522.89,6/16/2020,0,6/16/2020,0.25,3/4/2022,0.05,,,6/16/2020,0.1,5/23/2022,0.78,0.83
2519.198,6/17/2020,0,6/17/2020,0.25,3/7/2022,0.05,,,6/17/2020,0.1,5/24/2022,0.78,0.83
2542.276,6/18/2020,0,6/18/2020,0.25,3/8/2022,0.05,,,6/18/2020,0.1,5/25/2022,0.78,0.83
2589.669,6/19/2020,0,6/19/2020,0.25,3/9/2022,0.05,,,6/19/2020,0.1,5/26/2022,0.78,0.83
2616.352,6/20/2020,0,6/20/2020,0.25,3/10/2022,0.05,,,6/20/2020,0.1,5/27/2022,0.78,0.83
2599.898,6/21/2020,0,6/21/2020,0.25,3/11/2022,0.05,,,6/21/2020,0.1,5/31/2022,0.79,0.83
2629.608,6/22/2020,0,6/22/2020,0.25,3/14/2022,0.05,,,6/22/2020,0.1,6/1/2022,0.8,0.83
2652.021,6/23/2020,0,6/23/2020,0.25,3/15/2022,0.05,,,6/23/2020,0.1,6/2/2022,0.79,0.83
2644.893,6/24/2020,0,6/24/2020,0.25,3/16/2022,0.05,,,6/24/2020,0.1,6/3/2022,0.78,0.83
2612.237,6/25/2020,0,6/25/2020,0.25,3/17/2022,0.3,,,6/25/2020,0.1,6/6/2022,0.78,0.83
2581.373,6/26/2020,0,6/26/2020,0.25,3/18/2022,0.3,,,6/26/2020,0.1,6/7/2022,0.77,0.83
2684.341,6/27/2020,0,6/27/2020,0.25,3/21/2022,0.3,,,6/27/2020,0.1,6/8/2022,0.76,0.83
2724.744,6/28/2020,0,6/28/2020,0.25,3/22/2022,0.3,,,6/28/2020,0.1,6/9/2022,0.75,0.83
2641.132,6/29/2020,0,6/29/2020,0.25,3/23/2022,0.3,,,6/29/2020,0.1,6/10/2022,0.75,0.83
2609.418,6/30/2020,0,6/30/2020,0.25,3/24/2022,0.3,,,6/30/2020,0.1,6/13/2022,0.73,0.83
2597.621,7/1/2020,0,7/1/2020,0.25,3/25/2022,0.3,,,7/1/2020,0.1,6/14/2022,0.69,0.83
2630.836,7/2/2020,0,7/2/2020,0.25,3/28/2022,0.3,,,7/2/2020,0.1,6/15/2022,0.7,0.83
2657.729,7/3/2020,0,7/3/2020,0.25,3/29/2022,0.3,,,7/3/2020,0.1,6/16/2022,1.45,1.58
2629.199,7/4/2020,0,7/4/2020,0.25,3/30/2022,0.3,,,7/4/2020,0.1,6/17/2022,1.45,1.58
2679.071,7/5/2020,0,7/5/2020,0.25,3/31/2022,0.3,,,7/5/2020,0.1,6/21/2022,1.45,1.58
2709.51,7/6/2020,0,7/6/2020,0.25,4/1/2022,0.3,,,7/6/2020,0.1,6/22/2022,1.45,1.58
2703.925,7/7/2020,0,7/7/2020,0.25,4/4/2022,0.3,,,7/7/2020,0.1,6/23/2022,1.44,1.58
2640.303,7/8/2020,0,7/8/2020,0.25,4/5/2022,0.3,,,7/8/2020,0.1,6/24/2022,1.46,1.58
2578.697,7/9/2020,0,7/9/2020,0.25,4/6/2022,0.3,,,7/9/2020,0.1,6/27/2022,1.5,1.58
2622.832,7/10/2020,0,7/10/2020,0.25,4/7/2022,0.3,,,7/10/2020,0.1,6/28/2022,1.52,1.58
2639.685,7/11/2020,0,7/11/2020,0.25,4/8/2022,0.3,,,7/11/2020,0.1,6/29/2022,1.51,1.58
2792.302,7/12/2020,0,7/12/2020,0.25,4/11/2022,0.3,,,7/12/2020,0.1,6/30/2022,1.5,1.58
2809.004,7/13/2020,0,7/13/2020,0.25,4/12/2022,0.3,,,7/13/2020,0.1,7/1/2022,1.52,1.58
2789.33,7/14/2020,0,7/14/2020,0.25,4/13/2022,0.3,,,7/14/2020,0.1,7/5/2022,1.54,1.58
2786.792,7/15/2020,0,7/15/2020,0.25,4/14/2022,0.3,,,7/15/2020,0.1,7/6/2022,1.54,1.58
2790.174,7/16/2020,0,7/16/2020,0.25,4/15/2022,#N/A,,,7/16/2020,0.1,7/7/2022,1.54,1.58
2778.794,7/17/2020,0,7/17/2020,0.25,4/18/2022,0.3,,,7/17/2020,0.1,7/8/2022,1.53,1.58
2777.409,7/18/2020,0,7/18/2020,0.25,4/19/2022,0.3,,,7/18/2020,0.1,7/11/2022,1.53,1.58
2787.045,7/19/2020,0,7/19/2020,0.25,4/20/2022,0.3,,,7/19/2020,0.1,7/12/2022,1.54,1.58
2797.996,7/20/2020,0,7/20/2020,0.25,4/21/2022,0.3,,,7/20/2020,0.1,7/13/2022,1.53,1.58
2732.58,7/21/2020,0,7/21/2020,0.25,4/22/2022,0.3,,,7/21/2020,0.1,7/14/2022,1.53,1.58
2705.717,7/22/2020,0,7/22/2020,0.25,4/25/2022,0.3,,,7/22/2020,0.1,7/15/2022,1.54,1.58
2749.347,7/23/2020,0,7/23/2020,0.25,4/26/2022,0.3,,,7/23/2020,0.1,7/18/2022,1.54,1.58
2793.29,7/24/2020,0,7/24/2020,0.25,4/27/2022,0.3,,,7/24/2020,0.1,7/19/2022,1.54,1.58
2688.613,7/25/2020,0,7/25/2020,0.25,4/28/2022,0.3,,,7/25/2020,0.1,7/20/2022,1.53,1.58
2629.809,7/26/2020,0,7/26/2020,0.25,4/29/2022,0.3,,,7/26/2020,0.1,7/21/2022,1.53,1.58
2561.062,7/27/2020,0,7/27/2020,0.25,5/2/2022,0.3,,,7/27/2020,0.1,7/22/2022,1.52,1.58
2568.099,7/28/2020,0,7/28/2020,0.25,5/3/2022,0.3,,,7/28/2020,0.1,7/25/2022,1.53,1.58
2520.171,7/29/2020,0,7/29/2020,0.25,5/4/2022,0.3,,,7/29/2020,0.1,7/26/2022,1.53,1.58
2486.574,7/30/2020,0,7/30/2020,0.25,5/5/2022,0.8,,,7/30/2020,0.1,7/27/2022,1.53,1.58
2449.444,7/31/2020,0,7/31/2020,0.25,5/6/2022,0.8,,,7/31/2020,0.1,7/28/2022,2.28,2.33
2433.138,8/1/2020,0,8/1/2020,0.25,5/9/2022,0.8,,,8/1/2020,0.1,7/29/2022,2.27,2.32
2786.907,8/2/2020,0,8/2/2020,0.25,5/10/2022,0.8,,,8/2/2020,0.1,8/1/2022,2.28,2.33
2681.801,8/3/2020,0,8/3/2020,0.25,5/11/2022,0.8,,,8/3/2020,0.1,8/2/2022,2.3,2.33
2574.784,8/4/2020,0,8/4/2020,0.25,5/12/2022,0.8,,,8/4/2020,0.1,8/3/2022,2.29,2.33
2600.598,8/5/2020,0,8/5/2020,0.25,5/13/2022,0.8,,,8/5/2020,0.1,8/4/2022,2.29,2.33
2753.903,8/6/2020,0,8/6/2020,0.25,5/16/2022,0.8,,,8/6/2020,0.1,8/5/2022,2.28,2.33
2722.392,8/7/2020,0,8/7/2020,0.25,5/17/2022,0.8,,,8/7/2020,0.1,8/8/2022,2.28,2.33
2665.153,8/8/2020,0,8/8/2020,0.25,5/18/2022,0.8,,,8/8/2020,0.1,8/9/2022,2.29,2.33
2684.263,8/9/2020,0,8/9/2020,0.25,5/19/2022,0.8,,,8/9/2020,0.1,8/10/2022,2.28,2.33
2536.607,8/10/2020,0,8/10/2020,0.25,5/20/2022,0.8,,,8/10/2020,0.1,8/11/2022,2.28,2.33
2457.419,8/11/2020,0,8/11/2020,0.25,5/23/2022,0.8,,,8/11/2020,0.1,8/12/2022,2.28,2.33
2328.963,8/12/2020,0,8/12/2020,0.25,5/24/2022,0.8,,,8/12/2020,0.1,8/15/2022,2.29,2.33
2522.095,8/13/2020,0,8/13/2020,0.25,5/25/2022,0.8,,,8/13/2020,0.1,8/16/2022,2.29,2.33
2688.257,8/14/2020,0,8/14/2020,0.25,5/26/2022,0.8,,,8/14/2020,0.1,8/17/2022,2.29,2.33
2782.935,8/15/2020,0,8/15/2020,0.25,5/27/2022,0.8,,,8/15/2020,0.1,8/18/2022,2.28,2.33
2706.627,8/16/2020,0,8/16/2020,0.25,5/30/2022,#N/A,,,8/16/2020,0.1,8/19/2022,2.28,2.33
2667.344,8/17/2020,0,8/17/2020,0.25,5/31/2022,0.8,,,8/17/2020,0.1,8/22/2022,2.28,2.33
2744.497,8/18/2020,0,8/18/2020,0.25,6/1/2022,0.8,,,8/18/2020,0.1,8/23/2022,2.27,2.33
2793.314,8/19/2020,0,8/19/2020,0.25,6/2/2022,0.8,,,8/19/2020,0.1,8/24/2022,2.27,2.33
2679.047,8/20/2020,0,8/20/2020,0.25,6/3/2022,0.8,,,8/20/2020,0.1,8/25/2022,2.28,2.33
2593.777,8/21/2020,0,8/21/2020,0.25,6/6/2022,0.8,,,8/21/2020,0.1,8/26/2022,2.28,2.33
2595.402,8/22/2020,0,8/22/2020,0.25,6/7/2022,0.8,,,8/22/2020,0.1,8/29/2022,2.28,2.33
2619.317,8/23/2020,0,8/23/2020,0.25,6/8/2022,0.8,,,8/23/2020,0.1,8/30/2022,2.29,2.33
2635.118,8/24/2020,0,8/24/2020,0.25,6/9/2022,0.8,,,8/24/2020,0.1,8/31/2022,2.29,2.33
2510.791,8/25/2020,0,8/25/2020,0.25,6/10/2022,0.8,,,8/25/2020,0.1,9/1/2022,2.29,2.33
2444.765,8/26/2020,0,8/26/2020,0.25,6/13/2022,0.8,,,8/26/2020,0.1,9/2/2022,2.29,2.33
2654.281,8/27/2020,0,8/27/2020,0.25,6/14/2022,0.8,,,8/27/2020,0.1,9/6/2022,2.29,2.33
2621.304,8/28/2020,0,8/28/2020,0.25,6/15/2022,0.8,,,8/28/2020,0.1,9/7/2022,2.28,2.33
2530.324,8/29/2020,0,8/29/2020,0.25,6/16/2022,1.55,,,8/29/2020,0.1,9/8/2022,2.28,2.33
2457.406,8/30/2020,0,8/30/2020,0.25,6/17/2022,1.55,,,8/30/2020,0.1,9/9/2022,2.28,2.33
2555.1,8/31/2020,0,8/31/2020,0.25,6/20/2022,#N/A,,,8/31/2020,0.1,9/12/2022,2.28,2.33
2620.137,9/1/2020,0,9/1/2020,0.25,6/21/2022,1.55,,,9/1/2020,0.1,9/13/2022,2.28,2.33
2631.543,9/2/2020,0,9/2/2020,0.25,6/22/2022,1.55,,,9/2/2020,0.1,9/14/2022,2.27,2.33
2624.646,9/3/2020,0,9/3/2020,0.25,6/23/2022,1.55,,,9/3/2020,0.1,9/15/2022,2.28,2.33
2598.529,9/4/2020,0,9/4/2020,0.25,6/24/2022,1.55,,,9/4/2020,0.1,9/16/2022,2.27,2.33
2558.957,9/5/2020,0,9/5/2020,0.25,6/27/2022,1.55,,,9/5/2020,0.1,9/19/2022,2.27,2.33
2528.568,9/6/2020,0,9/6/2020,0.25,6/28/2022,1.55,,,9/6/2020,0.1,9/20/2022,2.26,2.33
2682.256,9/7/2020,0,9/7/2020,0.25,6/29/2022,1.55,,,9/7/2020,0.1,9/21/2022,2.25,2.33
2682.003,9/8/2020,0,9/8/2020,0.25,6/30/2022,1.55,,,9/8/2020,0.1,9/22/2022,2.99,3.08
2731.228,9/9/2020,0,9/9/2020,0.25,7/1/2022,1.55,,,9/9/2020,0.1,9/23/2022,2.99,3.08
2696.511,9/10/2020,0,9/10/2020,0.25,7/4/2022,#N/A,,,9/10/2020,0.1,9/26/2022,2.99,3.08
2622.865,9/11/2020,0,9/11/2020,0.25,7/5/2022,1.55,,,9/11/2020,0.1,9/27/2022,2.98,3.08
2514.321,9/12/2020,0,9/12/2020,0.25,7/6/2022,1.55,,,9/12/2020,0.1,9/28/2022,2.98,3.08
2632.633,9/13/2020,0,9/13/2020,0.25,7/7/2022,1.55,,,9/13/2020,0.1,9/29/2022,2.96,3.08
2697.18,9/14/2020,0,9/14/2020,0.25,7/8/2022,1.55,,,9/14/2020,0.1,9/30/2022,2.98,3.08
2693.306,9/15/2020,0,9/15/2020,0.25,7/11/2022,1.55,,,9/15/2020,0.1,10/3/2022,3,3.08
2657.762,9/16/2020,0,9/16/2020,0.25,7/12/2022,1.55,,,9/16/2020,0.1,10/4/2022,3.04,3.08
2642.566,9/17/2020,0,9/17/2020,0.25,7/13/2022,1.55,,,9/17/2020,0.1,10/5/2022,3.04,3.08
2655.976,9/18/2020,0,9/18/2020,0.25,7/14/2022,1.55,,,9/18/2020,0.1,10/6/2022,3.05,3.08
2634.137,9/19/2020,0,9/19/2020,0.25,7/15/2022,1.55,,,9/19/2020,0.1,10/7/2022,3.05,3.08
2553.608,9/20/2020,0,9/20/2020,0.25,7/18/2022,1.55,,,9/20/2020,0.1,10/11/2022,3.05,3.08
2518.901,9/21/2020,0,9/21/2020,0.25,7/19/2022,1.55,,,9/21/2020,0.1,10/12/2022,3.04,3.08
2523.87,9/22/2020,0,9/22/2020,0.25,7/20/2022,1.55,,,9/22/2020,0.1,10/13/2022,3.04,3.08
2535.562,9/23/2020,0,9/23/2020,0.25,7/21/2022,1.55,,,9/23/2020,0.1,10/14/2022,3.04,3.08
2408.573,9/24/2020,0,9/24/2020,0.25,7/22/2022,1.55,,,9/24/2020,0.1,10/17/2022,3.05,3.08
2306.241,9/25/2020,0,9/25/2020,0.25,7/25/2022,1.55,,,9/25/2020,0.1,10/18/2022,3.04,3.08
2121.654,9/26/2020,0,9/26/2020,0.25,7/26/2022,1.55,,,9/26/2020,0.1,10/19/2022,3.04,3.08
2421.899,9/27/2020,0,9/27/2020,0.25,7/27/2022,1.55,,,9/27/2020,0.1,10/20/2022,3.03,3.08
2454.769,9/28/2020,0,9/28/2020,0.25,7/28/2022,2.3,,,9/28/2020,0.1,10/21/2022,3.02,3.08
2395.752,9/29/2020,0,9/29/2020,0.25,7/29/2022,2.3,,,9/29/2020,0.1,10/24/2022,3.01,3.08
2374.971,9/30/2020,0,9/30/2020,0.25,8/1/2022,2.3,,,9/30/2020,0.1,10/25/2022,3.02,3.08
2441.826,10/1/2020,0,10/1/2020,0.25,8/2/2022,2.3,,,10/1/2020,0.1,10/26/2022,3.03,3.08
2478.361,10/2/2020,0,10/2/2020,0.25,8/3/2022,2.3,,,10/2/2020,0.1,10/27/2022,3.04,3.08
2421.445,10/3/2020,0,10/3/2020,0.25,8/4/2022,2.3,,,10/3/2020,0.1,10/28/2022,3.05,3.08
2481.508,10/4/2020,0,10/4/2020,0.25,8/5/2022,2.3,,,10/4/2020,0.1,10/31/2022,3.05,3.08
2515.893,10/5/2020,0,10/5/2020,0.25,8/8/2022,2.3,,,10/5/2020,0.1,11/1/2022,3.05,3.08
2499.512,10/6/2020,0,10/6/2020,0.25,8/9/2022,2.3,,,10/6/2020,0.1,11/2/2022,3.05,3.08
2422.534,10/7/2020,0,10/7/2020,0.25,8/10/2022,2.3,,,10/7/2020,0.1,11/3/2022,3.8,3.83
2408.417,10/8/2020,0,10/8/2020,0.25,8/11/2022,2.3,,,10/8/2020,0.1,11/4/2022,3.8,3.83
2391.977,10/9/2020,0,10/9/2020,0.25,8/12/2022,2.3,,,10/9/2020,0.1,11/7/2022,3.78,3.83
2496.83,10/10/2020,0,10/10/2020,0.25,8/15/2022,2.3,,,10/10/2020,0.1,11/8/2022,3.78,3.83
2470.25,10/11/2020,0,10/11/2020,0.25,8/16/2022,2.3,,,10/11/2020,0.1,11/9/2022,3.78,3.83
2374.158,10/12/2020,0,10/12/2020,0.25,8/17/2022,2.3,,,10/12/2020,0.1,11/10/2022,3.78,3.83
2361,10/13/2020,0,10/13/2020,0.25,8/18/2022,2.3,,,10/13/2020,0.1,11/14/2022,3.79,3.83
2401.68,10/14/2020,0,10/14/2020,0.25,8/19/2022,2.3,,,10/14/2020,0.1,11/15/2022,3.8,3.83
2416.214,10/15/2020,0,10/15/2020,0.25,8/22/2022,2.3,,,10/15/2020,0.1,11/16/2022,3.81,3.83
2332.537,10/16/2020,0,10/16/2020,0.25,8/23/2022,2.3,,,10/16/2020,0.1,11/17/2022,3.8,3.83
2393.953,10/17/2020,0,10/17/2020,0.25,8/24/2022,2.3,,,10/17/2020,0.1,11/18/2022,3.8,3.83
2429.639,10/18/2020,0,10/18/2020,0.25,8/25/2022,2.3,,,10/18/2020,0.1,11/21/2022,3.8,3.83
2449.153,10/19/2020,0,10/19/2020,0.25,8/26/2022,2.3,,,10/19/2020,0.1,11/22/2022,3.8,3.83
2361.897,10/20/2020,0,10/20/2020,0.25,8/29/2022,2.3,,,10/20/2020,0.1,11/23/2022,3.79,3.83
2256.344,10/21/2020,0,10/21/2020,0.25,8/30/2022,2.3,,,10/21/2020,0.1,11/25/2022,3.8,3.83
2253.41,10/22/2020,0,10/22/2020,0.25,8/31/2022,2.3,,,10/22/2020,0.1,11/28/2022,3.8,3.83
2310.766,10/23/2020,0,10/23/2020,0.25,9/1/2022,2.3,,,10/23/2020,0.1,11/29/2022,3.81,3.83
2327.654,10/24/2020,0,10/24/2020,0.25,9/2/2022,2.3,,,10/24/2020,0.1,11/30/2022,3.82,3.83
2322.008,10/25/2020,0,10/25/2020,0.25,9/5/2022,#N/A,,,10/25/2020,0.1,12/1/2022,3.82,3.83
2332.761,10/26/2020,0,10/26/2020,0.25,9/6/2022,2.3,,,10/26/2020,0.1,12/2/2022,3.81,3.83
2395.226,10/27/2020,0,10/27/2020,0.25,9/7/2022,2.3,,,10/27/2020,0.1,12/5/2022,3.81,3.83
2328.544,10/28/2020,0,10/28/2020,0.25,9/8/2022,2.3,,,10/28/2020,0.1,12/6/2022,3.8,3.83
2358.138,10/29/2020,0,10/29/2020,0.25,9/9/2022,2.3,,,10/29/2020,0.1,12/7/2022,3.8,3.83
2337.96,10/30/2020,0,10/30/2020,0.25,9/12/2022,2.3,,,10/30/2020,0.1,12/8/2022,3.8,3.83
2373.809,10/31/2020,0,10/31/2020,0.25,9/13/2022,2.3,,,10/31/2020,0.1,12/9/2022,3.8,3.83
2368.491,11/1/2020,0,11/1/2020,0.25,9/14/2022,2.3,,,11/1/2020,0.1,12/12/2022,3.8,3.83
2244.467,11/2/2020,0,11/2/2020,0.25,9/15/2022,2.3,,,11/2/2020,0.1,12/13/2022,3.8,3.83
2131.792,11/3/2020,0,11/3/2020,0.25,9/16/2022,2.3,,,11/3/2020,0.1,12/14/2022,3.8,3.83
1999.935,11/4/2020,0,11/4/2020,0.25,9/19/2022,2.3,,,11/4/2020,0.1,12/15/2022,4.32,4.33
2129.766,11/5/2020,0,11/5/2020,0.25,9/20/2022,2.3,,,11/5/2020,0.1,12/16/2022,4.32,4.33
2147.216,11/6/2020,0,11/6/2020,0.25,9/21/2022,2.3,,,11/6/2020,0.1,12/19/2022,4.3,4.33
2061.583,11/7/2020,0,11/7/2020,0.25,9/22/2022,3.05,,,11/7/2020,0.1,12/20/2022,4.3,4.33
2107.987,11/8/2020,0,11/8/2020,0.25,9/23/2022,3.05,,,11/8/2020,0.1,12/21/2022,4.3,4.33
2175.67,11/9/2020,0,11/9/2020,0.25,9/26/2022,3.05,,,11/9/2020,0.1,12/22/2022,4.3,4.33
2167.766,11/10/2020,0,11/10/2020,0.25,9/27/2022,3.05,,,11/10/2020,0.1,12/23/2022,4.3,4.33
2130.901,11/11/2020,0,11/11/2020,0.25,9/28/2022,3.05,,,11/11/2020,0.1,12/27/2022,4.3,4.33
2096.684,11/12/2020,0,11/12/2020,0.25,9/29/2022,3.05,,,11/12/2020,0.1,12/28/2022,4.3,4.33
2143.979,11/13/2020,0,11/13/2020,0.25,9/30/2022,3.05,,,11/13/2020,0.1,12/29/2022,4.3,4.33
2138.296,11/14/2020,0,11/14/2020,0.25,10/3/2022,3.05,,,11/14/2020,0.1,12/30/2022,4.3,4.33
2023.009,11/15/2020,0,11/15/2020,0.25,10/4/2022,3.05,,,11/15/2020,0.1,1/3/2023,4.31,4.33
1952.555,11/16/2020,0,11/16/2020,0.25,10/5/2022,3.05,,,11/16/2020,0.1,1/4/2023,4.3,4.33
1845.396,11/17/2020,0,11/17/2020,0.25,10/6/2022,3.05,,,11/17/2020,0.1,1/5/2023,4.31,4.33
2068.178,11/18/2020,0,11/18/2020,0.25,10/7/2022,3.05,,,11/18/2020,0.1,1/6/2023,4.31,4.33
2148.195,11/19/2020,0,11/19/2020,0.25,10/10/2022,#N/A,,,11/19/2020,0.1,1/9/2023,4.31,4.33
2116.497,11/20/2020,0,11/20/2020,0.25,10/11/2022,3.05,,,11/20/2020,0.1,1/10/2023,4.31,4.33
2155.126,11/21/2020,0,11/21/2020,0.25,10/12/2022,3.05,,,11/21/2020,0.1,1/11/2023,4.3,4.33
2220.721,11/22/2020,0,11/22/2020,0.25,10/13/2022,3.05,,,11/22/2020,0.1,1/12/2023,4.3,4.33
2246.912,11/23/2020,0,11/23/2020,0.25,10/14/2022,3.05,,,11/23/2020,0.1,1/13/2023,4.3,4.33
2239.022,11/24/2020,0,11/24/2020,0.25,10/17/2022,3.05,,,11/24/2020,0.1,1/17/2023,4.31,4.33
2261.623,11/25/2020,0,11/25/2020,0.25,10/18/2022,3.05,,,11/25/2020,0.1,1/18/2023,4.3,4.33
2343.906,11/26/2020,0,11/26/2020,0.25,10/19/2022,3.05,,,11/26/2020,0.1,1/19/2023,4.31,4.33
2360.216,11/27/2020,0,11/27/2020,0.25,10/20/2022,3.05,,,11/27/2020,0.1,1/20/2023,4.3,4.33
2311.413,11/28/2020,0,11/28/2020,0.25,10/21/2022,3.05,,,11/28/2020,0.1,1/23/2023,4.3,4.33
2308.932,11/29/2020,0,11/29/2020,0.25,10/24/2022,3.05,,,11/29/2020,0.1,1/24/2023,4.3,4.33
2233.858,11/30/2020,0,11/30/2020,0.25,10/25/2022,3.05,,,11/30/2020,0.1,1/25/2023,4.31,4.33
2358.407,12/1/2020,0,12/1/2020,0.25,10/26/2022,3.05,,,12/1/2020,0.1,1/26/2023,4.3,4.33
2343.34,12/2/2020,0,12/2/2020,0.25,10/27/2022,3.05,,,12/2/2020,0.1,1/27/2023,4.3,4.33
2239.041,12/3/2020,0,12/3/2020,0.25,10/28/2022,3.05,,,12/3/2020,0.1,1/30/2023,4.3,4.33
2173.987,12/4/2020,0,12/4/2020,0.25,10/31/2022,3.05,,,12/4/2020,0.1,1/31/2023,4.31,4.33
2232.191,12/5/2020,0,12/5/2020,0.25,11/1/2022,3.05,,,12/5/2020,0.1,2/1/2023,4.31,4.33
2240.327,12/6/2020,0,12/6/2020,0.25,11/2/2022,3.05,,,12/6/2020,0.1,2/2/2023,4.56,4.58
2222.412,12/7/2020,0,12/7/2020,0.25,11/3/2022,3.8,,,12/7/2020,0.1,2/3/2023,4.55,4.58
2221.628,12/8/2020,0,12/8/2020,0.25,11/4/2022,3.8,,,12/8/2020,0.1,2/6/2023,4.55,4.58
2272.308,12/9/2020,0,12/9/2020,0.25,11/7/2022,3.8,,,12/9/2020,0.1,2/7/2023,4.55,4.58
2274.716,12/10/2020,0,12/10/2020,0.25,11/8/2022,3.8,,,12/10/2020,0.1,2/8/2023,4.55,4.58
2209.82,12/11/2020,0,12/11/2020,0.25,11/9/2022,3.8,,,12/11/2020,0.1,2/9/2023,4.55,4.57
2162.742,12/12/2020,0,12/12/2020,0.25,11/10/2022,3.8,,,12/12/2020,0.1,2/10/2023,4.55,4.58
2076.34,12/13/2020,0,12/13/2020,0.25,11/11/2022,#N/A,,,12/13/2020,0.1,2/13/2023,4.55,4.58
2220.769,12/14/2020,0,12/14/2020,0.25,11/14/2022,3.8,,,12/14/2020,0.1,2/14/2023,4.55,4.58
2254.092,12/15/2020,0,12/15/2020,0.25,11/15/2022,3.8,,,12/15/2020,0.1,2/15/2023,4.55,4.58
2280.565,12/16/2020,0,12/16/2020,0.25,11/16/2022,3.8,,,12/16/2020,0.1,2/16/2023,4.55,4.58
2271.315,12/17/2020,0,12/17/2020,0.25,11/17/2022,3.8,,,12/17/2020,0.1,2/17/2023,4.55,4.58
2332.293,12/18/2020,0,12/18/2020,0.25,11/18/2022,3.8,,,12/18/2020,0.1,2/21/2023,4.55,4.58
